Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
SRX2391502	10194816	7662323	340172	223799	0	0	0	0	0	0	0	0	0	1664194	295790	8538	75.15901218815524	10194816.0	9971017.0	97.8	223799.0	2.2	SRX2391502_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10194816.0	0.0	20-60	52.0	25.34338845347537	59.026947813476966	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	10200795	3051020	10200795	612047700	5929926	601823077	1.6705598272814357			0.5374	0.2403	0.2222
SRX2391503	11813395	1358240	4155252	176990	0	0	0	0	0	0	0	0	0	6063643	58108	1162	11.497456912259349	11813395.0	11636405.0	98.5	176990.0	1.5	SRX2391503_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11813395.0	0.0	20-60	53.0	13.42845679579121	59.17656025215444	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	11818652	3494221	11818652	709119120	5104339	699122857	1.409673314125277			0.4716	0.406	0.1224
SRX2391504	9954460	7467945	295813	175845	0	0	0	0	0	0	0	0	0	1728822	278185	7850	75.02109607150965	9954460.0	9778615.0	98.23	175845.0	1.77	SRX2391504_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9954460.0	0.0	20-60	52.0	24.58764268970349	59.00646122441599	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	9961490	2980709	9961490	597689400	5982812	587427608	1.7169104889596505			0.5364	0.2397	0.2239
SRX2391505	10072393	7158319	750960	166018	0	0	0	0	0	0	0	0	0	1723369	266282	7445	71.0687023431274	10072393.0	9906375.0	98.35	166018.0	1.65	SRX2391505_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10072393.0	0.0	20-60	52.0	23.53463733491426	59.011975009315066	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass	2.6	10079108	3016749	10079108	604746480	6002902	594442795	1.7038023933599415			0.5294	0.2506	0.22
SRX2391506	9162188	6926126	320611	151380	0	0	0	0	0	0	0	0	0	1489444	267212	7415	75.59467236428678	9162188.0	9010808.0	98.35	151380.0	1.65	SRX2391506_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9162188.0	0.0	20-60	52.0	25.19684392417092	59.02388872614271	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	9168177	2736761	9168177	550090620	5373176	540833660	1.6828063710666437			0.5327	0.2425	0.2248
SRX2391507	14462137	11028385	241762	275417	0	0	0	0	0	0	0	0	0	2487689	416400	12484	76.25695289707186	14462137.0	14186720.0	98.1	275417.0	1.9	SRX2391507_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14462137.0	0.0	20-60	52.0	21.72413069665072	59.00507227942869	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	14475359	4319010	14475359	868521540	8656774	853465339	1.733543764498921			0.5438	0.234	0.2222
SRX2391508	13005342	8573458	257616	360122	0	0	0	0	0	0	0	0	0	3473177	330892	10077	65.92258781045513	13005342.0	12645220.0	97.23	360122.0	2.77	SRX2391508_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13005342.0	0.0	20-60	52.0	20.941087857347245	58.88532689105754	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass	2.6	13014785	3882398	13014785	780887100	9358930	765912399	1.9176525005983576			0.527	0.2422	0.2309
SRX2391509	12729451	9735058	369148	217567	0	0	0	0	0	0	0	0	0	2073531	324412	9735	76.4766524495047	12729451.0	12511884.0	98.29	217567.0	1.71	SRX2391509_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12729451.0	0.0	20-60	52.0	22.14014466659544	58.994735436744286	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	12739036	3770566	12739036	764342160	7828486	751068818	1.736570700221482			0.5436	0.2368	0.2196
SRX2391510	13262174	10274703	44025	220626	0	0	0	0	0	0	0	0	0	2352008	360052	10760	77.47374600876145	13262174.0	13041548.0	98.34	220626.0	1.66	SRX2391510_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13262174.0	0.0	20-60	52.0	21.859909320701437	58.99702258468333	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	13276034	3945854	13276034	796562040	8077009	782547625	1.759362648011698			0.537	0.2346	0.2284
SRX2391511	11487864	8833455	23182	183538	0	0	0	0	0	0	0	0	0	2116513	321712	9464	76.89379853382665	11487864.0	11304326.0	98.4	183538.0	1.6	SRX2391511_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11487864.0	0.0	20-60	52.0	22.846103000738	58.98794022979381	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	11498519	3429126	11498519	689911140	7186666	677739980	1.7641634254521532			0.5317	0.2346	0.2337
SRX2391512	13489350	10180417	356313	231747	0	0	0	0	0	0	0	0	0	2356900	353378	10595	75.47003376737945	13489350.0	13257603.0	98.28	231747.0	1.72	SRX2391512_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13489350.0	0.0	20-60	52.0	21.861007232048955	58.98522152661173	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	13500978	4009238	13500978	810058680	8377996	795785016	1.7620530897835698			0.5338	0.2415	0.2247
SRX2391513	13338870	10311021	89693	214324	0	0	0	0	0	0	0	0	0	2338676	374142	11014	77.30055844310651	13338870.0	13124546.0	98.39	214324.0	1.61	SRX2391513_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13338870.0	0.0	20-60	52.0	21.922570644468035	59.00706289213405	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass	2.6	13352094	3972137	13352094	801125640	7974173	787210953	1.7368919811379395			0.5361	0.2346	0.2293
SRX2391514	10692428	8125927	312305	234202	0	0	0	0	0	0	0	0	0	1707750	303076	9168	75.99702331406861	10692428.0	10458226.0	97.81	234202.0	2.19	SRX2391514_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10692428.0	0.0	20-60	52.0	28.78633304720469	58.88460291712977	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass	2.6	10706211	3171435	10706211	642372660	7955065	629710964	1.971082642278082			0.5373	0.2396	0.223
SRX2436325	5861029	4087225	1907	1229082	0	0	0	0	1872	0	0	0	0	330485	187677	22781	69.73562150946532	5861029.0	4631947.0	79.03	1229082.0	20.97	SRX2436325_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5861029.0	0.0	20-100	50.0	26.581919890361995	98.33901726130344	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	5861913	2029009	5861913	586191300	7541238	575907784	1.7542935215858717	0.2527	0.238	0.5093		
SRX2436326	5782345	4380670	1996	814890	0	0	0	0	2221	0	0	0	0	355437	201182	25949	75.75940211108123	5782345.0	4967455.0	85.91	814890.0	14.09	SRX2436326_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5782345.0	0.0	20-100	51.0	29.911619713500205	97.91447206972258	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	5783524	2005535	5783524	578352400	7639694	568000419	1.7899088860009915	0.2372	0.2232	0.5395		
SRX2436327	5457666	4009636	1520	824330	0	0	0	0	2206	0	0	0	0	418049	180890	21035	73.46796231209458	5457666.0	4633336.0	84.9	824330.0	15.1	SRX2436327_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5457666.0	0.0	20-100	51.0	29.074321337283177	97.77118094071714	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	5458916	1912850	5458916	545891600	7958657	535322997	1.936025943612248	0.2629	0.2506	0.4865		
SRX2436328	5782639	4451110	1436	681453	0	0	0	0	1915	0	0	0	0	410380	211818	24527	76.97367931838734	5782639.0	5101186.0	88.22	681453.0	11.78	SRX2436328_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5782639.0	0.0	20-100	51.0	29.225181837735587	97.92723875725252	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	5783524	1726127	5783524	578352400	8098987	567849794	1.8159526959687555	0.2399	0.2284	0.5317		
SRX2436329	6086204	4739656	2190	678882	0	0	0	0	2396	0	0	0	0	406736	232233	24111	77.87540476789802	6086204.0	5407322.0	88.85	678882.0	11.15	SRX2436329_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6086204.0	0.0	20-100	51.0	28.831714029806005	97.88716020692044	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	6087865	2126267	6087865	608786500	8163822	597711700	1.8191599189535248	0.2589	0.2428	0.4983		
SRX2436330	5898357	4665158	1250	535061	0	0	0	0	2956	0	0	0	0	422659	239561	31712	79.09249982664664	5898357.0	5363296.0	90.93	535061.0	9.07	SRX2436330_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5898357.0	0.0	20-100	51.0	28.34872509261001	98.3237701617586	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	5900615	2053229	5900615	590061500	8312123	578876735	1.895525296939387	0.2377	0.2226	0.5397		
SRX2436331	6086539	4757516	1375	719046	0	0	0	0	4084	0	0	0	0	345328	225946	33244	78.16455295858616	6086539.0	5367493.0	88.19	719046.0	11.81	SRX2436331_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6086539.0	0.0	20-100	51.0	26.588752164174025	98.3254936836846	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	6087865	2121656	6087865	608786500	9002887	596915573	1.949932693973996	0.2484	0.2366	0.515		
SRX2436332	5450236	4226268	915	624776	0	0	0	0	3013	0	0	0	0	355994	211318	27952	77.5428440162958	5450236.0	4825460.0	88.54	624776.0	11.46	SRX2436332_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5450236.0	0.0	20-100	51.0	30.42907776506578	97.77560054280218	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	5451639	1886964	5451639	545163900	7963942	534627840	1.9326408076543584	0.2363	0.2209	0.5428		
SRX2436333	5899060	4646518	1122	617545	0	0	0	0	2817	0	0	0	0	375416	226594	29048	78.76709170613623	5899060.0	5281515.0	89.53	617545.0	10.47	SRX2436333_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5899060.0	0.0	20-100	51.0	29.88544205408916	97.79500259363355	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	5900615	2052903	5900615	590061500	8475772	578787495	1.910649144199376	0.2355	0.2218	0.5427		
SRX2436334	5923254	4667174	1744	646684	0	0	0	0	2969	0	0	0	0	348005	227368	29310	78.79408851958738	5923254.0	5276570.0	89.08	646684.0	10.92	SRX2436334_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5923254.0	0.0	20-100	51.0	29.44293833577733	98.22056997724562	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	5924856	2056910	5924856	592485600	8533788	581141863	1.9146013000147175	0.2375	0.2234	0.5391		
SRX2436955	35900273	20493896	57817	8372998	0	0	0	0	266462	0	0	0	0	5109314	1386322	213464	57.08562717614989	35900273.0	27527275.0	76.68	8372998.0	23.32	SRX2436955_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35900273.0	0.0	20-75	50.0	43.3089903351252	72.76844992237245	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	36161322	4036093	36161322	2669179662	22155746	2641122901	1.0511379731920047	0.5124	0.053	0.4346		
SRX2436956	27358033	19056786	652158	2987314	0	0	0	0	297958	0	0	0	0	2780148	1246666	337003	69.65700348413206	27358033.0	24370719.0	89.08	2987314.0	10.92	SRX2436956_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27358033.0	0.0	20-75	52.0	24.046346693868266	72.95372039356776	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	27718260	2797069	27718260	2042587895	21930447	2016123324	1.2956392752929733	0.4729	0.0498	0.4773		
SRX2436957	32001859	22817063	26852	3726705	0	0	0	0	282391	0	0	0	0	3125314	1612351	411183	71.29917983827127	32001859.0	28275154.0	88.35	3726705.0	11.65	SRX2436957_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32001859.0	0.0	20-75	51.0	22.594665995840806	73.05909903546541	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	32211447	3284065	32211447	2385512663	20031525	2360755657	1.037806522010485	0.4512	0.0541	0.4947		
SRX2436958	33128581	23021073	16987	3980010	0	0	0	0	378826	0	0	0	0	3694297	1660129	377259	69.49006659838524	33128581.0	29148571.0	87.99	3980010.0	12.01	SRX2436958_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33128581.0	0.0	20-75	51.0	23.652257421471965	72.8149301052164	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	33336721	3528837	33336721	2461583617	20182699	2436164667	1.0326259008409708	0.4526	0.0577	0.4897		
SRX2436959	28689619	20285975	16228	3480802	0	0	0	0	252343	0	0	0	0	3003591	1339724	310956	70.70841547250942	28689619.0	25208817.0	87.87	3480802.0	12.13	SRX2436959_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28689619.0	0.0	20-75	51.0	23.548209818114024	73.05466140906228	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	28887575	2941931	28887575	2139226410	18118543	2116866815	1.0452187246510294	0.4729	0.045	0.4822		
SRX2436960	36558922	20593923	30235	9921320	0	0	0	0	310132	0	0	0	0	4067208	1430187	205917	56.33077200689889	36558922.0	26637602.0	72.86	9921320.0	27.14	SRX2436960_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	36558922.0	0.0	20-75	50.0	46.74161795205746	72.58654322466073	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	36930152	5410025	36930152	2717317765	7909871	2700057353	0.6352003516968138	0.511	0.0545	0.4345		
SRX2436961	30524695	21794526	57082	3312775	0	0	0	0	257388	0	0	0	0	3383691	1428794	290439	71.3996519866947	30524695.0	27211920.0	89.15	3312775.0	10.85	SRX2436961_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30524695.0	0.0	20-75	51.0	28.283524891458757	72.92818060917563	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	30683122	4066080	30683122	2270733132	4878637	2260346057	0.457432661444075	0.4956	0.0454	0.4589		
SRX2436962	39054190	21426069	26769	10498341	0	0	0	0	332509	0	0	0	0	5115797	1456922	197783	54.8624078491962	39054190.0	28555849.0	73.12	10498341.0	26.88	SRX2436962_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39054190.0	0.0	20-75	51.0	39.16941533175539	72.48232617294073	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	39366067	5813544	39366067	2891523919	7637716	2873419480	0.6261210180914295	0.4719	0.062	0.4661		
SRX2436963	26822326	19213334	25555	3033990	0	0	0	0	275157	0	0	0	0	2717975	1259717	296598	71.63187115092107	26822326.0	23788336.0	88.69	3033990.0	11.31	SRX2436963_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26822326.0	0.0	20-75	51.0	23.391984257597716	72.93188316330209	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	27065801	3595861	27065801	1997769232	6845805	1985383414	0.6199824184698426	0.4698	0.0439	0.4862		
SRX2436964	18834845	7879826	28549	8394607	0	0	0	0	65156	0	0	0	0	1776193	627816	62698	41.83642604969672	18834845.0	10440238.0	55.43	8394607.0	44.57	SRX2436964_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18834845.0	0.0	20-75	48.0	62.68745260160119	72.95116811420534	pass	pass		pass	fail	fail	pass	warn	warn	warn	pass	2.6	19004983	2722213	19004983	1407756224	4636514	1399061834	0.6176062198677943	0.4799	0.0623	0.4577		
SRX2436965	25208355	16889950	15754	2807283	0	0	0	0	261009	0	0	0	0	3424415	1348543	461401	67.001396957477	25208355.0	22401072.0	88.86	2807283.0	11.14	SRX2436965_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25208355.0	0.0	20-75	51.0	29.651852617379472	73.04593052581178	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	25350766	3259622	25350766	1879383939	4825800	1869993964	0.4996304802411105	0.3869	0.071	0.5421		
SRX2436966	33816328	19306099	35537	9523001	0	0	0	0	236194	0	0	0	0	3253085	1243573	218839	57.09105672265776	33816328.0	24293327.0	71.84	9523001.0	28.16	SRX2436966_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33816328.0	0.0	20-75	51.0	41.27088035437097	72.75561296897759	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	34117800	5016964	34117800	2516020447	6507058	2500397353	0.6209446357492181	0.4668	0.0415	0.4916		
SRX2436967	28166677	20283146	102124	2909441	0	0	0	0	326219	0	0	0	0	2925368	1363613	256766	72.01114281248016	28166677.0	25257236.0	89.67	2909441.0	10.33	SRX2436967_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28166677.0	0.0	20-75	51.0	23.48383064874237	72.77623476848191	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	28347845	3703877	28347845	2089896407	4912935	2079518447	0.4965777234335424	0.4983	0.0481	0.4536		
SRX2436968	28224110	20498355	85783	3041814	0	0	0	0	308735	0	0	0	0	2700587	1270095	318741	72.62710852529982	28224110.0	25182296.0	89.22	3041814.0	10.78	SRX2436968_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28224110.0	0.0	20-75	51.0	24.19016416531539	72.93931961007804	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	28380503	3763441	28380503	2097785640	5262707	2087291424	0.5002520657925754	0.4571	0.0352	0.5077		
SRX2436969	26716382	18337468	1408426	2845633	0	0	0	0	208136	0	0	0	0	2485934	1125898	304887	68.6375423139256	26716382.0	23870749.0	89.35	2845633.0	10.65	SRX2436969_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26716382.0	0.0	20-75	51.0	23.55406701137116	73.20792074316051	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	26906611	3461761	26906611	1994676339	5133690	1984777767	0.4962495321402617	0.4918	0.0372	0.471		
SRX2436970	40735532	22320440	33245	12856257	0	0	0	0	298756	0	0	0	0	3556844	1443762	226228	54.79353994934938	40735532.0	27879275.0	68.44	12856257.0	31.56	SRX2436970_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	40735532.0	0.0	20-75	51.0	46.8018516313439	72.51035140525475	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	41210133	6078083	41210133	3028114152	9940875	3004937040	0.7653975655010248	0.4621	0.04	0.4978		
SRX2436971	31449635	22916537	104685	3530228	0	0	0	0	305389	0	0	0	0	2738135	1543765	310896	72.86741801613914	31449635.0	27919407.0	88.77	3530228.0	11.23	SRX2436971_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	31449635.0	0.0	20-75	51.0	28.96869823573246	72.86944697450384	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	31615311	4024229	31615311	2340005455	4624549	2329681994	0.44117251854868	0.4861	0.05	0.4639		
SRX2437029	32039149	18826906	31121	6817264	0	0	0	0	268257	0	0	0	0	4556968	1313721	224912	58.76219121800021	32039149.0	25221885.0	78.72	6817264.0	21.28	SRX2437029_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	32039149.0	0.0	20-75	50.0	45.49119512462916	72.72150749072642	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	32283571	4702656	32283571	2381305111	5322511	2368563348	0.5350747764804171	0.4757	0.0652	0.459		
SRX2437030	37355794	22320169	102669	9083853	0	0	0	0	365664	0	0	0	0	3846658	1431163	205618	59.750219738335645	37355794.0	28271941.0	75.68	9083853.0	24.32	SRX2437030_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37355794.0	0.0	20-75	51.0	37.05165574505095	72.49562415940082	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	37725155	5781784	37725155	2770318800	8467476	2752236695	0.652708453626348	0.4883	0.0525	0.4593		
SRX2437031	33409869	16853872	71339	8733905	0	0	0	0	221111	0	0	0	0	6188219	1170275	171148	50.44578893739452	33409869.0	24675964.0	73.86	8733905.0	26.14	SRX2437031_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33409869.0	0.0	20-75	51.0	35.95339452239743	72.74640131034336	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	33723263	5541416	33723263	2487775987	5688272	2472934532	0.596575217284626	0.5337	0.0461	0.4202		
SRX2437032	35921675	19525979	18806	10155723	0	0	0	0	302597	0	0	0	0	4368712	1357354	192504	54.35709498513084	35921675.0	25765952.0	71.73	10155723.0	28.27	SRX2437032_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35921675.0	0.0	20-75	50.0	45.70748742795872	72.46044222603763	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	36303512	5565751	36303512	2667090263	7617002	2649287826	0.6674853583686156	0.4798	0.0521	0.4682		
SRX2437033	18926158	7250474	62637	8871148	0	0	0	0	112668	0	0	0	0	2017169	561191	50871	38.309275448297534	18926158.0	10055010.0	53.13	8871148.0	46.87	SRX2437033_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18926158.0	0.0	20-75	47.0	61.68304979581445	72.59471235524929	pass	pass		pass	fail	fail	pass	warn	warn	warn	pass	2.6	19129222	3093371	19129222	1408815275	5988785	1397674898	0.7907620819911966	0.495	0.0501	0.4549		
SRX2437034	29056658	19621672	8070	3367166	0	0	0	0	265584	0	0	0	0	3819654	1497376	477136	67.5290048841818	29056658.0	25689492.0	88.41	3367166.0	11.59	SRX2437034_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29056658.0	0.0	20-75	51.0	25.113169834564196	73.06119932994359	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	29275932	3746190	29275932	2166032940	6074971	2154308702	0.5412769946148649	0.379	0.0692	0.5519		
SRX2437035	33810975	24254273	53018	3725857	0	0	0	0	317018	0	0	0	0	3484622	1556203	419984	71.73491151911473	33810975.0	30085118.0	88.98	3725857.0	11.02	SRX2437035_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	33810975.0	0.0	20-75	51.0	23.497210062591325	72.99774910365643	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	34170699	4661466	34170699	2520858519	10848804	2502823061	0.7154490370667248	0.4443	0.0571	0.4987		
SRX2437036	38068587	26268865	115602	4695683	0	0	0	0	515859	0	0	0	0	4189188	1842271	441119	69.0040452512724	38068587.0	33372904.0	87.67	4695683.0	12.33	SRX2437036_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	38068587.0	0.0	20-75	51.0	27.76983651507808	72.60500921665414	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	38542899	5299948	38542899	2831625063	14053139	2808555997	0.8146935235683779	0.4403	0.0674	0.4924		
SRX2437037	18863112	7242788	921593	8381371	0	0	0	0	106826	0	0	0	0	1595681	565342	49511	38.39656998272608	18863112.0	10481741.0	55.57	8381371.0	44.43	SRX2437037_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18863112.0	0.0	20-75	48.0	62.31006090765528	72.73099656090682	pass	pass		pass	fail	fail	pass	warn	warn	pass	pass	2.6	19039315	2821125	19039315	1404179663	5150293	1394452620	0.692720686412619	0.5049	0.0544	0.4407		
SRX2437038	37752324	20836372	20378	10968015	0	0	0	0	340270	0	0	0	0	4000759	1373130	213400	55.19228961904437	37752324.0	26784309.0	70.95	10968015.0	29.05	SRX2437038_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37752324.0	0.0	20-75	50.0	45.83107378149225	72.45758682299929	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	38118802	5713272	38118802	2799796240	7973261	2780551642	0.6873570913860503	0.4765	0.0399	0.4836		
SRX2437039	34918662	18682544	22589	9523313	0	0	0	0	286092	0	0	0	0	4935065	1320277	148782	53.50303513920436	34918662.0	25395349.0	72.73	9523313.0	27.27	SRX2437039_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34918662.0	0.0	20-75	50.0	47.18854095695646	72.47457099014848	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	35216496	5561483	35216496	2588503426	7006610	2571790453	0.645661614048024	0.5164	0.0473	0.4363		
SRX2437040	27681122	19514174	74151	3085191	0	0	0	0	302150	0	0	0	0	3057956	1325491	322009	70.4963259798501	27681122.0	24595931.0	88.85	3085191.0	11.15	SRX2437040_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27681122.0	0.0	20-75	51.0	24.241631386489782	72.87309473944012	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	27892895	2943077	27892895	2060034473	18304716	2037415422	1.0979938101259143	0.4432	0.0632	0.4936		
SRX2437041	37180080	20222441	157284	9711854	0	0	0	0	261445	0	0	0	0	5295877	1329331	201848	54.39052578692676	37180080.0	27468226.0	73.88	9711854.0	26.12	SRX2437041_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	37180080.0	0.0	20-75	51.0	36.60751534637206	72.7328254807413	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	37495332	4250935	37495332	2765222659	25406027	2733376968	1.151650153608842	0.5224	0.05	0.4276		
SRX2437042	17805267	7377814	20495	8278811	0	0	0	0	67997	0	0	0	0	1441755	554388	64007	41.43613235342104	17805267.0	9526456.0	53.5	8278811.0	46.5	SRX2437042_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17805267.0	0.0	20-75	47.0	63.02167035316084	72.89956033796066	pass	pass		pass	fail	fail	pass	warn	warn	warn	pass	2.6	17979708	1676576	17979708	1334929248	18831808	1312757033	1.6609281003632637	0.4978	0.0529	0.4494		
SRX2437043	19906030	7952939	156123	8855869	0	0	0	0	108358	0	0	0	0	2189069	587463	56209	39.95241140498633	19906030.0	11050161.0	55.51	8855869.0	44.49	SRX2437043_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19906030.0	0.0	20-75	48.0	62.87488216585727	72.7723488812184	pass	pass		pass	fail	warn	pass	warn	warn	pass	pass	2.6	20077752	1960872	20077752	1487697636	18858277	1464722033	1.5443731605149906	0.4276	0.0597	0.5127		
