Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned
p1k_00715	6619552	5431309	3509	26235	0	0	0	0	0	0	0	0	0	936061	218638	3800	82.04949519242389
p1k_00716	9615447	6810805	1818	89935	0	0	0	0	0	0	0	0	0	2482234	225893	4762	70.83191244255207
p1k_00717	9414616	6064639	534887	462926	0	0	0	0	54806	0	0	0	0	1961824	229586	105948	64.41727416179268
p1k_00718	8201807	3567062	3520600	435361	0	0	0	0	74426	0	0	0	0	388198	167396	48764	43.49117212828831
p1k_00719	8327226	6931601	2646	74575	0	0	0	0	0	0	0	0	0	1062946	250681	4777	83.24021709030114
p1k_00720	9009414	31284	3668370	859929	0	0	0	0	27719	0	0	0	0	4405020	16760	332	0.34723679031732807
p1k_00721	7268674	5931328	2381	69934	0	0	0	0	0	0	0	0	0	1049699	209823	5509	81.60123841019697
p1k_00722	8709752	6341482	404979	239851	0	0	0	0	84685	0	0	0	0	1253173	313422	72160	72.8089846875089
p1k_00723	7611659	6083767	3116	61167	0	0	0	0	0	0	0	0	0	1237034	222532	4043	79.92695153579528
p1k_00724	8572388	5383843	733571	406492	0	0	0	0	81891	0	0	0	0	1621636	256840	88115	62.80447175279513
p1k_00725	7792552	6284458	1571	62624	0	0	0	0	0	0	0	0	0	1202568	237171	4160	80.6469818873201
p1k_00726	8155270	6786989	3577	70859	0	0	0	0	0	0	0	0	0	1024345	265041	4459	83.22212507985634
p1k_00727	8234092	6751122	43307	198061	0	0	0	0	97843	0	0	0	0	726643	292684	124432	81.98987817964628
p1k_00728	8437689	6935186	2090	63828	0	0	0	0	0	0	0	0	0	1167270	264760	4555	82.19295591482455
p1k_00729	14764032	10192870	729351	590788	0	0	0	0	187235	0	0	0	0	2439535	533621	90632	69.03852551931612
p1k_00730	8077185	6717307	11081	65451	0	0	0	0	0	0	0	0	0	1016916	261923	4507	83.16396120678182
p1k_00731	8548049	5202731	2007886	284458	0	0	0	0	68451	0	0	0	0	669223	260623	54677	60.86454347652898
p1k_00732	8365975	7029878	3899	65674	0	0	0	0	0	0	0	0	0	997451	264428	4645	84.02939286813552
p1k_00733	9095190	6563107	385857	306465	0	0	0	0	80030	0	0	0	0	1337145	317810	104776	72.16019676334415
p1k_00734	7481647	6291240	1670	60202	0	0	0	0	0	0	0	0	0	880600	243905	4030	84.08897131874839
p1k_00735	6643586	5267537	4618	32959	0	0	0	0	0	0	0	0	0	1179871	154974	3627	79.28755644918272
p1k_00736	8272126	6625319	2289	41445	0	0	0	0	0	0	0	0	0	1394425	204249	4399	80.09209482544148
p1k_00737	6166490	4851025	2151	34581	0	0	0	0	0	0	0	0	0	1106479	168971	3283	78.66752398852508
p1k_00738	7052451	5797860	2376	39708	0	0	0	0	0	0	0	0	0	1019784	189011	3712	82.2105676452059
p1k_00739	5696223	4764076	4187	33388	0	0	0	0	0	0	0	0	0	725298	166215	3059	83.63570035793893
p1k_00740	4990257	4195131	1092	27995	0	0	0	0	0	0	0	0	0	623267	140014	2758	84.06643184910115
p1k_00741	6409202	5214025	1963	35845	0	0	0	0	0	0	0	0	0	969604	184274	3491	81.35217145597845
p1k_00742	6605059	5359557	3516	36723	0	0	0	0	0	0	0	0	0	1010801	190906	3556	81.14321158978292
p1k_00743	7493788	5553594	3756	65952	0	0	0	0	0	0	0	0	0	1665388	201262	3836	74.10930226475581
p1k_00744	6781492	5325380	2752	31377	0	0	0	0	0	0	0	0	0	1225617	192928	3438	78.52814690336581
p1k_00745	5800284	4438108	4563	24392	0	0	0	0	0	0	0	0	0	1164070	166220	2931	76.51535683425156
p1k_00746	6498683	4973146	7585	27692	0	0	0	0	0	0	0	0	0	1299504	187371	3385	76.52544369374533
p1k_00747	7582944	6159677	5390	32168	0	0	0	0	0	0	0	0	0	1126262	255393	4054	81.23068032679656
p1k_00748	7500912	6099528	3976	31332	0	0	0	0	0	0	0	0	0	1111811	250206	4059	81.31715183433694
p1k_00749	7248292	5328159	604443	26205	0	0	0	0	0	0	0	0	0	1063474	222387	3624	73.50916602145719
p1k_00750	7524687	6244805	8750	31637	0	0	0	0	0	0	0	0	0	984792	250553	4150	82.99089384050127
p1k_00751	6938692	5772427	12469	33070	0	0	0	0	0	0	0	0	0	883301	233688	3737	83.191860944397
p1k_00752	6419695	5168603	5164	30188	0	0	0	0	0	0	0	0	0	1005444	206871	3425	80.51165982184511
p1k_00753	7789752	6335268	3519	36334	0	0	0	0	0	0	0	0	0	1217140	193524	3967	81.32823740730129
p1k_00754	6689378	5143589	4762	32470	0	0	0	0	0	0	0	0	0	1350521	154715	3321	76.89188740716999
p1k_00755	6966748	5712495	4497	31260	0	0	0	0	0	0	0	0	0	1013446	201721	3329	81.99657860453686
p1k_00756	7244839	5940789	6374	31063	0	0	0	0	0	0	0	0	0	1051859	211178	3576	82.00029013757242
p1k_00757	7487971	6131476	7857	31666	0	0	0	0	0	0	0	0	0	1095097	218156	3719	81.88434490464773
p1k_00758	7163790	5744800	6210	32954	0	0	0	0	0	0	0	0	0	1170084	206354	3388	80.19218877158599
p1k_00759	8249479	6709802	13829	36002	0	0	0	0	0	0	0	0	0	1253357	232552	3937	81.33606982937953
p1k_00760	8264158	6657238	104100	35694	0	0	0	0	0	0	0	0	0	1243002	220261	3863	80.55555084982645
p1k_00761	7951540	5392808	4126	41615	0	0	0	0	0	0	0	0	0	2317136	191912	3943	67.82092525473054
p1k_00762	6714013	4006189	12871	31558	0	0	0	0	0	0	0	0	0	2500104	159627	3664	59.66906826066616
p1k_00763	6539426	5160175	3189	26148	0	0	0	0	0	0	0	0	0	1150321	196191	3402	78.90868403434797
p1k_00764	6566552	5264660	15964	27427	0	0	0	0	0	0	0	0	0	1057441	197459	3601	80.17388730036707
p1k_00765	6796408	5389856	2201	27949	0	0	0	0	0	0	0	0	0	1173158	199918	3326	79.30447966043239
p1k_00766	5343604	4182776	1181	29078	0	0	0	0	0	0	0	0	0	979497	148638	2434	78.27630939717838
p1k_00767	6903037	4955171	228228	38190	0	0	0	0	0	0	0	0	0	1493598	184447	3403	71.78247777029154
p1k_00768	4643631	3378602	3361	26246	0	0	0	0	0	0	0	0	0	1108811	124201	2410	72.7577621908373
p1k_00769	7006618	5500367	3091	40826	0	0	0	0	0	0	0	0	0	1266928	191634	3772	78.50245296660957
p1k_00770	6561361	5200413	3750	37424	0	0	0	0	0	0	0	0	0	1137327	178935	3512	79.25814476600206
p1k_00771	9929533	8559056	810	79121	0	0	0	0	0	0	0	0	0	906800	380017	3729	86.19797124396484
p1k_00772	8226250	7137683	654	63742	0	0	0	0	0	0	0	0	0	713396	307743	3032	86.76715392797448
p1k_00773	7420545	6287260	929	59025	0	0	0	0	0	0	0	0	0	823903	246353	3075	84.72773900030253
p1k_00774	7288329	6295516	2282	59515	0	0	0	0	0	0	0	0	0	676598	248067	6351	86.37804358173183
p1k_00775	9943924	8545843	1017	78992	0	0	0	0	0	0	0	0	0	950181	363902	3989	85.94034910162226
p1k_00776	9764178	8462948	661	78147	0	0	0	0	0	0	0	0	0	860856	357759	3807	86.67343016483314
p1k_00777	6772427	5745183	619	59066	0	0	0	0	0	0	0	0	0	728832	235814	2913	84.83196644275382
p1k_00778	7641225	6529971	821	57325	0	0	0	0	0	0	0	0	0	804656	245511	2941	85.45712238548138
p1k_00779	9532633	7785967	2109	79123	0	0	0	0	0	0	0	0	0	1315495	345967	3972	81.67698263428372
p1k_00780	8474494	7113613	1313	68743	0	0	0	0	0	0	0	0	0	977794	309426	3605	83.94144830358013
p1k_00781	10901356	8800663	2224	91943	0	0	0	0	0	0	0	0	0	1633166	367524	5836	80.72998441661753
p1k_00782	8913831	7379053	1401	70684	0	0	0	0	0	0	0	0	0	1167633	290571	4489	82.78206082210893
p1k_00783	10612242	9190128	1095	83871	0	0	0	0	0	0	0	0	0	942052	391171	3925	86.5993067251953
p1k_00784	9123827	7894281	740	72093	0	0	0	0	0	0	0	0	0	811803	341448	3462	86.52379094868853
p1k_00785	8464307	7182928	1122	68784	0	0	0	0	0	0	0	0	0	930512	277320	3641	84.86138321778736
p1k_00786	9000156	7515693	1266	76130	0	0	0	0	0	0	0	0	0	1092538	310155	4374	83.50625255828899
p1k_00787	7724903	6683371	657	60514	0	0	0	0	0	0	0	0	0	698661	278818	2882	86.51721581487818
p1k_00788	8876724	7632066	723	70675	0	0	0	0	0	0	0	0	0	847562	322298	3400	85.97840825061137
p1k_00789	7182432	5936946	1085	58737	0	0	0	0	0	0	0	0	0	943367	239178	3119	82.65927195690819
p1k_00790	9595611	7741911	1148	79085	0	0	0	0	0	0	0	0	0	1444224	325134	4109	80.68179295721762
p1k_00791	4377897	1866544	533295	104004	0	0	0	0	13583	0	0	0	0	1680632	121235	58604	42.635630760614056
p1k_00792	4274105	2293871	547641	230616	0	0	0	0	31046	0	0	0	0	941536	141035	88360	53.66903714344875
p1k_00793	4206750	1593431	416287	97804	0	0	0	0	12376	0	0	0	0	1916178	130858	39816	37.877958043620374
p1k_00794	6136173	2135300	1522795	234165	0	0	0	0	23901	0	0	0	0	2027514	130170	62328	34.79856255682491
p1k_00795	12859436	9950826	32404	312792	0	0	0	0	521199	0	0	0	0	1009793	495675	536747	77.38151191078676
p1k_00796	13220711	9635785	113542	542140	0	0	0	0	440898	0	0	0	0	1528937	507161	452248	72.88401508814465
p1k_00797	6926957	4336271	1171025	157513	0	0	0	0	189610	0	0	0	0	673913	183090	215535	62.599941070804974
p1k_00798	7516936	5729652	61599	169211	0	0	0	0	186951	0	0	0	0	878446	223904	267173	76.22323776602595
p1k_00799	7295310	5425921	155162	183005	0	0	0	0	198969	0	0	0	0	831759	255620	244874	74.37546862299203
p1k_00800	7905598	6012497	31603	197162	0	0	0	0	150218	0	0	0	0	1002796	252351	258971	76.05366475755534
p1k_00801	6020196	4526599	28113	152772	0	0	0	0	146126	0	0	0	0	746919	222902	196765	75.19022636472302
p1k_00802	7426993	5640733	14119	180854	0	0	0	0	213848	0	0	0	0	853852	252276	271311	75.94908195012437
p1k_00803	10411079	7002264	145079	402891	0	0	0	0	685151	0	0	0	0	1390264	414275	371155	67.25781256678583
p1k_00804	10419689	6955232	171274	385609	0	0	0	0	764807	0	0	0	0	1342493	423075	377199	66.75085983852301
p1k_00805	11780486	8305935	104551	525096	0	0	0	0	700541	0	0	0	0	1225814	465553	452996	70.50587726177001
p1k_00806	16645965	11483132	364657	768189	0	0	0	0	921703	0	0	0	0	1813671	662875	631738	68.98447761965137
p1k_00807	9961572	7254886	62414	408974	0	0	0	0	471406	0	0	0	0	995718	394737	373437	72.82872622915339
p1k_00808	11760672	8301605	97687	605169	0	0	0	0	658224	0	0	0	0	1169083	471145	457759	70.58784566052007
p1k_00809	11127691	8309281	143025	323129	0	0	0	0	537128	0	0	0	0	870546	442719	501863	74.67210403308287
p1k_00810	14559212	10401237	130807	468125	0	0	0	0	1191182	0	0	0	0	1052250	619719	695892	71.44093375383228
p1k_00811	11269025	8309887	64356	432720	0	0	0	0	593390	0	0	0	0	878924	453186	536562	73.74095806868829
p1k_00812	12106704	8654612	347133	537136	0	0	0	0	578790	0	0	0	0	975326	467592	546115	71.4861121573634
p1k_00813	11963049	8755084	439285	388229	0	0	0	0	483787	0	0	0	0	962090	440610	493964	73.18438635501701
p1k_00814	15668924	11894991	118969	480791	0	0	0	0	637189	0	0	0	0	1242305	601460	693219	75.91453631404428
p1k_00815	11668265	8550051	80327	471121	0	0	0	0	704711	0	0	0	0	878306	472118	511631	73.27611260114507
p1k_00816	11850247	8320184	551864	392912	0	0	0	0	591535	0	0	0	0	1079816	462078	451858	70.2110597357169
p1k_00817	10255552	7427884	280523	331323	0	0	0	0	590782	0	0	0	0	775326	398331	451383	72.42792976916309
p1k_00818	13697012	10031411	214758	432415	0	0	0	0	670257	0	0	0	0	1231054	545041	572076	73.23795145977824
p1k_00819	11394384	8417246	104403	399578	0	0	0	0	787715	0	0	0	0	663698	459947	561797	73.87188285035856
p1k_00820	9022032	6344279	41244	246181	0	0	0	0	1025016	0	0	0	0	489257	386677	489378	70.31984590611073
p1k_00821	2193422	1111801	205122	186363	0	0	0	0	22415	0	0	0	0	531486	135649	586	50.68796610957672
p1k_00822	3619811	1836120	298815	679448	0	0	0	0	9075	0	0	0	0	340935	453858	1560	50.72419526875851
p1k_00823	1544740	944033	168679	117166	0	0	0	0	12966	0	0	0	0	114151	186946	799	61.11274389217603
p1k_00824	2277751	1348847	56932	262803	0	0	0	0	6331	0	0	0	0	244717	356616	1505	59.21836934765916
p1k_00825	2898115	1052668	160744	1214712	0	0	0	0	22273	0	0	0	0	171947	274096	1675	36.32250618074162
p1k_00826	13037412	8801536	1014455	545062	0	0	0	0	63911	0	0	0	0	1913995	688003	10450	67.50984014312043
p1k_00827	18975976	12962764	1154007	781052	0	0	0	0	155642	0	0	0	0	2831911	1073184	17416	68.31144811734585
p1k_00828	12629485	8617049	1025693	204286	0	0	0	0	85077	0	0	0	0	1756875	591872	348633	68.22961506348042
p1k_00829	9760996	7290565	312456	218508	0	0	0	0	70967	0	0	0	0	1020534	492247	355719	74.69078975137373
p1k_00830	10615737	5929307	1596608	355354	0	0	0	0	866195	0	0	0	0	862167	540434	465672	55.85393647186249
p1k_00831	7723034	4462052	1043196	243915	0	0	0	0	507948	0	0	0	0	773784	360317	331822	57.77589481025204
p1k_00832	8848849	6312701	370385	315101	0	0	0	0	85091	0	0	0	0	965618	534662	265291	71.33923293300631
p1k_00833	8309545	6077342	183864	175392	0	0	0	0	79334	0	0	0	0	1062192	480976	250445	73.13688053918716
p1k_00834	9108107	6145863	795008	347918	0	0	0	0	64825	0	0	0	0	993969	487087	273437	67.47684233397784
p1k_00835	9556956	7058909	43145	395451	0	0	0	0	60634	0	0	0	0	1090232	617957	290628	73.86147848750167
p1k_00836	13755678	10445938	19071	799456	0	0	0	0	71472	0	0	0	0	1376933	666036	376772	75.93909947586735
p1k_00837	13136613	9650146	19563	830156	0	0	0	0	57098	0	0	0	0	1630944	629366	319340	73.45992456350811
p1k_00838	9941463	6439263	144917	344515	0	0	0	0	516048	0	0	0	0	1469773	607451	419496	64.77178459548661
p1k_00839	4977237	3186962	51614	177909	0	0	0	0	301826	0	0	0	0	739397	301080	218449	64.03074637595115
p1k_00840	9184331	4703965	3019080	378168	0	0	0	0	45136	0	0	0	0	447386	284741	305855	51.21728517841964
p1k_00841	13591847	8309171	2908228	766491	0	0	0	0	30872	0	0	0	0	678869	459237	438979	61.13349421899761
p1k_00842	5021596	3521544	729444	79204	0	0	0	0	30638	0	0	0	0	328068	169497	163201	70.12798321489822
p1k_00843	12935436	8924736	1608691	608902	0	0	0	0	73566	0	0	0	0	746544	541948	431049	68.99447378503515
p1k_00844	7137573	4433064	647195	206300	0	0	0	0	436136	0	0	0	0	732466	373624	308788	62.108842879785605
p1k_00845	8064262	5246453	225928	341704	0	0	0	0	527470	0	0	0	0	867883	462237	392587	65.05806730981706
p1k_00846	7890528	4826768	431635	233646	0	0	0	0	456345	0	0	0	0	1214470	425549	302115	61.171673175736785
p1k_00847	9378444	5871337	635351	390903	0	0	0	0	291905	0	0	0	0	1406667	405348	376933	62.604596242191136
p1k_00848	17400427	12858014	322734	561720	0	0	0	0	75051	0	0	0	0	2243042	830845	509021	73.89481878806767
p1k_00849	14431271	10231796	83730	476615	0	0	0	0	73152	0	0	0	0	2465147	766419	334412	70.90017227172852
p1k_00850	9244957	6990880	17628	252233	0	0	0	0	84501	0	0	0	0	972684	612688	314343	75.61830736476114
p1k_00851	9992722	7551114	22368	299132	0	0	0	0	94484	0	0	0	0	1049177	649313	327134	75.56613703453372
p1k_00852	9345672	6825444	322768	214805	0	0	0	0	74240	0	0	0	0	1083453	529368	295594	73.03320724288204
p1k_00853	10172644	6526543	1411767	222528	0	0	0	0	60124	0	0	0	0	1179874	528078	243730	64.15778434790404
p1k_00854	14869917	11133799	67653	679903	0	0	0	0	42298	0	0	0	0	1673038	742338	530888	74.87465464669373
p1k_00855	10404095	6682553	33621	459673	0	0	0	0	599611	0	0	0	0	1515735	648059	464843	64.23002673466553
p1k_00856	8283314	6264478	18075	265881	0	0	0	0	73124	0	0	0	0	882383	504994	274379	75.62767752133989
p1k_00857	120489386	86503692	803389	4496955	0	0	0	0	562446	0	0	0	0	17708152	7550320	2864432	71.7936200621024
p1k_00858	8131772	5834335	32486	301068	0	0	0	0	23465	0	0	0	0	1190988	529577	219853	71.7474001976445
p1k_00859	8869446	6227095	55444	371730	0	0	0	0	43420	0	0	0	0	1353727	590788	227242	70.20838731077454
p1k_00860	13328094	10026484	95260	843629	0	0	0	0	58570	0	0	0	0	1171569	662258	470324	75.22819091762108
p1k_00861	11969078	9157830	92345	293624	0	0	0	0	85392	0	0	0	0	1330270	550387	459230	76.51240972780026
p1k_00862	9420885	5404952	764103	435280	0	0	0	0	431596	0	0	0	0	1511067	488865	385022	57.372019720015686
p1k_00863	10943929	6438947	1061586	426384	0	0	0	0	517844	0	0	0	0	1535083	554867	409218	58.835789230723265
p1k_00864	9134120	6965912	88053	249301	0	0	0	0	63967	0	0	0	0	961704	440919	364264	76.26254089063862
p1k_00865	10081797	6136670	2109461	238943	0	0	0	0	87857	0	0	0	0	814834	359907	334125	60.868811383526165
p1k_00866	11959133	9113589	42260	371021	0	0	0	0	29989	0	0	0	0	1339346	703404	359524	76.20610122824121
p1k_00867	12549106	9578649	103003	472534	0	0	0	0	72256	0	0	0	0	1150228	689812	482624	76.32933373899304
p1k_00868	7461474	4831250	97509	375991	0	0	0	0	403677	0	0	0	0	967409	430883	354755	64.74927072050374
p1k_00869	7929680	4957017	300553	278227	0	0	0	0	358285	0	0	0	0	1217337	490887	327374	62.51219469133685
p1k_00870	8408593	5639649	208345	318825	0	0	0	0	217889	0	0	0	0	1232795	422926	368164	67.0700674892934
p1k_00871	4700292	2956807	214193	189537	0	0	0	0	248526	0	0	0	0	637240	238876	215113	62.906878976880584
p1k_00872	20053868	14050012	337904	924028	0	0	0	0	138036	0	0	0	0	3039715	940381	623792	70.06135674175177
p1k_00873	10442342	7177687	394514	208261	0	0	0	0	67733	0	0	0	0	1804304	491912	297931	68.7363715917368
p1k_00874	8941790	6543242	38545	355807	0	0	0	0	28994	0	0	0	0	1109251	630480	235471	73.17597483277957
p1k_00875	9332122	6850468	30024	314445	0	0	0	0	69227	0	0	0	0	1100294	688196	279468	73.4073986602404
p1k_00876	7750728	5171872	504766	275067	0	0	0	0	85988	0	0	0	0	1019088	463203	230744	66.72756417203648
p1k_00877	79090565	53549255	3413822	3315402	0	0	0	0	678889	0	0	0	0	11212678	4452800	2467719	67.70624915879662
p1k_00878	12372442	9246118	224488	277844	0	0	0	0	104046	0	0	0	0	1488391	538580	492975	74.7315525908305
p1k_00879	19609847	14616093	122529	864367	0	0	0	0	130090	0	0	0	0	2207117	961260	708391	74.53445710208754
p1k_00880	11733892	7847135	660305	947283	0	0	0	0	30108	0	0	0	0	1338537	551111	359413	66.87580727690352
p1k_00881	10205753	7245494	451744	275381	0	0	0	0	47190	0	0	0	0	1383906	467363	334675	70.9942127739129
p1k_00882	12746265	10252637	230277	264004	0	0	0	0	190875	0	0	0	0	694481	603611	510380	80.43640235002175
p1k_00883	13555921	10597499	577579	293040	0	0	0	0	230773	0	0	0	0	701258	624725	531047	78.17616375899506
p1k_00884	12796515	10455193	5698	313457	0	0	0	0	186803	0	0	0	0	709427	601705	524232	81.70344035075175
p1k_00885	11893593	9706366	5480	272280	0	0	0	0	192318	0	0	0	0	619745	755232	342172	81.61003996017016
p1k_00886	12188565	726829	10586	10993290	0	0	0	0	110259	0	0	0	0	268022	41142	38437	5.963204035913989
p1k_00887	13015021	820004	31015	11676995	0	0	0	0	116875	0	0	0	0	283109	44183	42840	6.300443157179693
p1k_00888	12627923	781404	11586	11390353	0	0	0	0	125731	0	0	0	0	234302	42080	42467	6.1879059604655495
p1k_00889	16604886	1062648	15882	14950419	0	0	0	0	159604	0	0	0	0	302799	55688	57846	6.399610331561445
p1k_00890	10120105	7346307	47392	320780	0	0	0	0	316294	0	0	0	0	1412948	311134	365250	72.59121323345954
p1k_00891	8723280	6080459	54400	335876	0	0	0	0	288033	0	0	0	0	1419955	241106	303451	69.70381553727498
p1k_00892	5004584	3691917	31835	206884	0	0	0	0	228008	0	0	0	0	437335	209668	198937	73.77070701580791
p1k_00893	6517891	4697274	29605	274014	0	0	0	0	302299	0	0	0	0	701540	254830	258329	72.06739112390802
p1k_00894	5123832	3779693	19767	294348	0	0	0	0	182167	0	0	0	0	477525	195916	174416	73.76691897782753
p1k_00895	5804703	4259641	32840	297405	0	0	0	0	252418	0	0	0	0	520367	237871	204161	73.38258305377553
p1k_00896	6328714	4285706	17960	376774	0	0	0	0	619401	0	0	0	0	514221	210373	304279	67.71843379239448
p1k_00897	6151503	4397574	19027	284972	0	0	0	0	315833	0	0	0	0	661703	218294	254100	71.48779737244702
p1k_00898	6029187	4301690	22484	279143	0	0	0	0	395644	0	0	0	0	500498	225277	304451	71.34776214438199
p1k_00899	6392043	4609791	18802	264814	0	0	0	0	423847	0	0	0	0	497597	246160	331032	72.11764689317641
p1k_00900	5705015	3962809	46148	240898	0	0	0	0	161517	0	0	0	0	941843	151604	200196	69.4618506699807
p1k_00901	4787399	2935411	63728	384607	0	0	0	0	89133	0	0	0	0	1046764	130398	137358	61.31536143112366
p1k_00902	5480204	3950757	19056	222703	0	0	0	0	232674	0	0	0	0	632290	197906	224818	72.09142214413916
p1k_00903	5965119	4311578	15497	257824	0	0	0	0	257956	0	0	0	0	657818	217531	246915	72.27983213746448
p1k_00904	5594916	4119069	19770	197822	0	0	0	0	299202	0	0	0	0	519996	193310	245747	73.62164150453734
p1k_00905	8245778	6003944	34163	325975	0	0	0	0	395515	0	0	0	0	874824	275176	336181	72.81234105502234
p1k_00906	9678479	7207025	73812	398659	0	0	0	0	60125	0	0	0	0	1256240	432030	250588	74.46443805891401
p1k_00907	11202244	8136679	150803	463075	0	0	0	0	98863	0	0	0	0	1547983	495195	309646	72.63436682864611
p1k_00908	9657697	7050590	91291	488216	0	0	0	0	115617	0	0	0	0	1275971	406226	229786	73.0048789064308
p1k_00909	8265440	5965535	71541	396651	0	0	0	0	90189	0	0	0	0	1172966	361431	207127	72.17443959426237
p1k_00910	8580010	6273708	2107	586029	0	0	0	0	329031	0	0	0	0	905418	344714	139003	73.12005463863096
p1k_00911	11806257	8544445	3433	805925	0	0	0	0	407987	0	0	0	0	1376590	479992	187885	72.37217519489877
p1k_00912	8750303	6212693	257481	386189	0	0	0	0	281431	0	0	0	0	950360	363793	298356	70.99974709447204
p1k_00913	9287585	6681107	136031	405161	0	0	0	0	220828	0	0	0	0	1176813	377539	290106	71.93589076169962
p1k_00914	9185433	6797200	131735	373825	0	0	0	0	56170	0	0	0	0	1151962	450592	223949	73.99977769148171
p1k_00915	8821212	6343582	56625	315246	0	0	0	0	116177	0	0	0	0	1376152	396318	217112	71.91281651546295
p1k_00916	8261270	5990201	230536	305178	0	0	0	0	120575	0	0	0	0	1035359	349317	230104	72.50944467376081
p1k_00917	11036630	7888817	76918	454909	0	0	0	0	136729	0	0	0	0	1736102	479133	264022	71.47849479415365
p1k_00918	9847447	6927798	196300	428456	0	0	0	0	94774	0	0	0	0	1563818	395399	240902	70.35120879553858
p1k_00919	7819513	5407544	327077	326200	0	0	0	0	90181	0	0	0	0	1156905	303384	208222	69.15448570774164
p1k_00920	10249516	7746686	2391	694818	0	0	0	0	317123	0	0	0	0	927317	408956	152225	75.58099328787819
p1k_00921	6252291	4531604	1535	444626	0	0	0	0	233015	0	0	0	0	700888	241899	98724	72.47909606254731
p1k_00922	15266989	11160099	325296	590165	0	0	0	0	698833	0	0	0	0	1465456	464643	562497	73.09954176295011
p1k_00923	17069322	12397900	265788	571966	0	0	0	0	756774	0	0	0	0	1906509	515637	654748	72.63264469438212
p1k_00924	15544257	10767692	1142566	596394	0	0	0	0	736499	0	0	0	0	1268579	459893	572634	69.27119128305715
p1k_00925	16013563	11878227	274598	549436	0	0	0	0	718899	0	0	0	0	1532577	483255	576571	74.17604064754359
p1k_00926	15140471	10938966	262083	551030	0	0	0	0	667142	0	0	0	0	1696517	456619	568114	72.24983951952353
p1k_00927	14737340	10917952	198724	476974	0	0	0	0	626246	0	0	0	0	1523010	449472	544962	74.08359988980372
p1k_00928	17274561	12854520	268708	652653	0	0	0	0	477936	0	0	0	0	2019427	456271	545046	74.41300534352219
p1k_00929	14173806	10168411	354509	435927	0	0	0	0	585511	0	0	0	0	1743564	395449	490435	71.74086480370903
p1k_00930	1706529	1030409	6537	163929	0	0	0	0	80439	0	0	0	0	348381	56003	20831	60.38039787193772
p1k_00931	1303134	826490	1764	126842	0	0	0	0	64421	0	0	0	0	222418	44727	16472	63.42325501444977
p1k_00932	5781811	3354245	1004495	555233	0	0	0	0	197064	0	0	0	0	430930	169315	70529	58.013743444744215
p1k_00933	4429295	3058634	2274	415809	0	0	0	0	167941	0	0	0	0	565116	156903	62618	69.05464639406496
p1k_00934	3602031	2796960	26471	194163	0	0	0	0	16595	0	0	0	0	378829	185342	3671	77.64952605904836
p1k_00935	4433216	3444636	71628	218027	0	0	0	0	7510	0	0	0	0	459309	227776	4330	77.70061282824929
p1k_00936	4175576	3039196	227434	179698	0	0	0	0	16102	0	0	0	0	513073	196107	3966	72.78507204754506
p1k_00937	7887642	6022164	194288	365015	0	0	0	0	32737	0	0	0	0	856343	408531	8564	76.34935764072456
p1k_00938	1604182	1154964	31581	88907	0	0	0	0	8042	0	0	0	0	245374	73727	1587	71.9970676643922
p1k_00939	2618303	1909209	36117	111347	0	0	0	0	9930	0	0	0	0	427868	121248	2584	72.91780210311794
p1k_00940	1761934	1009056	165396	202579	0	0	0	0	17023	0	0	0	0	303193	63414	1273	57.269795576905835
p1k_00941	1105272	611488	110793	166666	0	0	0	0	12712	0	0	0	0	166134	36664	815	55.32466216460744
p1k_00942	11472541	7929194	187069	1300883	0	0	0	0	15681	0	0	0	0	1507206	524160	8348	69.11454053639903
p1k_00943	3317179	2190022	250727	295956	0	0	0	0	14677	0	0	0	0	425721	137187	2889	66.02061570991496
p1k_00944	2682375	1910964	53106	183892	0	0	0	0	10570	0	0	0	0	401249	120071	2523	71.24149307982664
p1k_00945	2994112	2083070	113632	159108	0	0	0	0	9430	0	0	0	0	502121	122404	4347	69.57221373148366
p1k_00946	3795222	2612525	201765	316259	0	0	0	0	12665	0	0	0	0	484655	162951	4402	68.83721163083477
p1k_00947	6610258	4928879	189709	404962	0	0	0	0	27450	0	0	0	0	735413	317038	6807	74.56409417000063
p1k_00948	5146046	3187171	360690	780106	0	0	0	0	23000	0	0	0	0	583856	207146	4077	61.934366696294596
p1k_00949	5928802	3676417	1104382	316099	0	0	0	0	105293	0	0	0	0	492810	230351	3450	62.009441367750185
p1k_00950	10619132	7662765	209317	1278975	0	0	0	0	13278	0	0	0	0	977336	470272	7189	72.15999386767204
p1k_00951	3831910	2974163	21684	198101	0	0	0	0	6960	0	0	0	0	447559	180174	3269	77.6156799089749
p1k_00952	2764736	2033640	140272	90536	0	0	0	0	5471	0	0	0	0	365881	125568	3368	73.55639019421746
p1k_00953	7415456	5750513	182061	443546	0	0	0	0	18789	0	0	0	0	662008	349626	8913	77.54766530878209
p1k_00954	8140183	5712028	281464	910356	0	0	0	0	39151	0	0	0	0	827679	362847	6658	70.1707566033835
