Sample	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content
p1k_00369	p1k_00369_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7572122.0	0.0	20-40	49.0	20.077764441928302	39.47723082116215	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00370	p1k_00370_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9501851.0	0.0	20-40	51.0	19.810449845589616	39.5795463431283	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00371	p1k_00371_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9446942.0	0.0	20-40	51.0	16.847945790665317	39.56713876299865	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00372	p1k_00372_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9341381.0	0.0	20-40	50.0	16.013434949413693	39.52178237885811	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00373	p1k_00373_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9014214.0	0.0	20-40	50.0	16.975347071209853	39.52118143634043	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00374	p1k_00374_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7403760.0	0.0	20-40	51.0	18.845557433658826	39.56965069100025	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00375	p1k_00375_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10072158.0	0.0	20-40	51.0	19.832495229449663	39.57019816408758	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00376	p1k_00376_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8694173.0	0.0	20-40	50.0	18.99992258264849	39.52941435602903	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00377	p1k_00377_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11407140.0	0.0	20-40	50.0	15.140714956535719	39.520842034024305	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00378	p1k_00378_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4927449.0	0.0	20-40	49.0	21.24168232298737	39.52222864204175	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00379	p1k_00379_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9276186.0	0.0	20-40	50.0	15.9877388926144	39.52313019596632	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00380	p1k_00380_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9653980.0	0.0	20-40	50.0	15.725552375161397	39.52192536135355	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00381	p1k_00381_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8941709.0	0.0	20-40	50.0	19.607857759464228	39.53262882967898	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00382	p1k_00382_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7844861.0	0.0	20-40	51.0	22.148355356279424	39.57412030627439	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00383	p1k_00383_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8737472.0	0.0	20-40	51.0	18.24788949333257	39.56869069222768	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00384	p1k_00384_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8796650.0	0.0	20-40	50.0	17.624457217679197	39.50932570921885	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00385	p1k_00385_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8605013.0	0.0	20-40	50.0	16.883578572635848	39.51815947285611	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00386	p1k_00386_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9020114.0	0.0	20-40	51.0	17.34062352201353	39.569684596003995	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00387	p1k_00387_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9075483.0	0.0	20-101	51.0	15.5283152191388	99.77007372500174	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00388	p1k_00388_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7543166.0	0.0	21-101	52.0	16.435573189811908	99.77014213925558	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00389	p1k_00389_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7052883.0	0.0	20-100	51.0	18.683519627147135	99.18025749186539	pass	pass	warn	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00390	p1k_00390_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8945172.0	0.0	20-100	50.0	32.34020561591552	99.01679319302077	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00391	p1k_00391_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6786361.0	0.0	20-101	51.0	28.35335406293006	99.2433930349417	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00392	p1k_00392_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8789463.0	0.0	20-101	51.0	21.69203178070085	99.73493852809892	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00393	p1k_00393_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7350398.0	0.0	20-101	52.0	15.184319153735759	99.77540780784932	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00394	p1k_00394_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8019436.0	0.0	20-101	51.0	19.463188057923098	99.56391621555431	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
p1k_00395	p1k_00395_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6901271.0	0.0	20-100	50.0	36.85758145687467	98.96755974370518	pass	pass	warn	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00396	p1k_00396_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6878791.0	0.0	20-100	51.0	22.70642706417262	99.2354429724642	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00397	p1k_00397_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4837452.0	0.0	20-101	53.0	9.868701959323845	99.74425420655336	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00398	p1k_00398_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8507002.0	0.0	20-101	51.0	18.460055901353776	99.77166715136543	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00399	p1k_00399_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8212933.0	0.0	20-101	52.0	16.05341460126255	99.75906999363077	pass	pass	warn	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00400	p1k_00400_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9455438.0	0.0	20-101	51.0	18.869662500510987	99.58145841578148	pass	pass	fail	pass	warn	warn	pass	warn	fail	fail	pass
p1k_00401	p1k_00401_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6992973.0	0.0	20-100	50.0	36.57627876484433	99.01704925787644	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00402	p1k_00402_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8146190.0	0.0	20-100	51.0	21.588600108138927	99.2240586089939	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00403	p1k_00403_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8913291.0	0.0	20-101	51.0	17.837921304337947	99.77490177309369	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00404	p1k_00404_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9682568.0	0.0	20-101	51.0	19.86327713849434	99.55109202434726	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
p1k_00405	p1k_00405_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8425962.0	0.0	20-101	51.0	19.21109094360954	99.54011304584569	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
p1k_00406	p1k_00406_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9675672.0	0.0	20-101	51.0	15.185032650452545	99.78102895592161	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00407	p1k_00407_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9260580.0	0.0	20-101	51.0	16.87545941466339	99.77412537875597	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00408	p1k_00408_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8193723.0	0.0	20-100	51.0	21.725513062641927	99.22443021322542	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00409	p1k_00409_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8969224.0	0.0	20-100	51.0	21.283679903202902	99.28590210256762	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00410	p1k_00410_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8704389.0	0.0	20-101	50.0	21.816391385001104	99.52218220026701	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
p1k_00411	p1k_00411_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8124676.0	0.0	20-101	51.0	19.66111001152683	99.55057900155033	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
p1k_00412	p1k_00412_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9251937.0	0.0	20-101	51.0	15.452676919096186	99.77860722570851	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00413	p1k_00413_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8793227.0	0.0	21-101	51.0	17.82446030438788	99.77983441118943	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00414	p1k_00414_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11252087.0	0.0	20-101	50.0	17.094217277239817	99.61096319287257	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00415	p1k_00415_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13028505.0	0.0	20-100	51.0	19.66197615676975	98.95911219284177	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00416	p1k_00416_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13634910.0	0.0	20-100	51.0	18.816167519744447	99.27503606551124	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00417	p1k_00417_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7316712.0	0.0	20-101	51.0	19.094369450063024	99.76436300895813	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00418	p1k_00418_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8352546.0	0.0	21-101	51.0	18.75857432148272	99.77038929207933	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00419	p1k_00419_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8850027.0	0.0	20-101	51.0	17.919434461360563	99.76325337764506	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00420	p1k_00420_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11038230.0	0.0	20-101	50.0	17.286424020777694	99.59255478459862	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00421	p1k_00421_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13585276.0	0.0	20-101	50.0	17.866748637494997	99.56394570121358	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00422	p1k_00422_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9544366.0	0.0	20-101	51.0	17.38341563515596	99.77196201403005	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00423	p1k_00423_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10165643.0	0.0	20-101	51.0	16.803022790609955	99.77374180856046	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00424	p1k_00424_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11757999.0	0.0	20-101	50.0	16.879896889803113	99.62820612588928	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00425	p1k_00425_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7580746.0	0.0	20-101	50.0	27.128085168954584	99.30573560966164	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00426	p1k_00426_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8706421.0	0.0	20-101	51.0	21.66382379707863	99.73190683060238	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00427	p1k_00427_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12403800.0	0.0	20-100	51.0	19.6171791434754	99.11176994146955	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00428	p1k_00428_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8396540.0	0.0	20-101	51.0	21.176485794519735	99.72448746745684	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00429	p1k_00429_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9363430.0	0.0	20-101	51.0	16.53192383111069	99.77728204301202	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00430	p1k_00430_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8795948.0	0.0	20-101	50.0	20.012963955323116	99.58282745646063	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00431	p1k_00431_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10438996.0	0.0	20-101	50.0	17.76233834998026	99.5876664767378	pass	pass	fail	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00432	p1k_00432_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12442947.0	0.0	20-101	51.0	14.923142127850571	99.77842805245413	pass	pass	warn	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00433	p1k_00433_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3228935.0	0.0	20-100	51.0	31.18370889216498	99.29078968762146	pass	pass	fail	pass	fail	fail	pass	warn	fail	fail	pass
p1k_00434	p1k_00434_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2999419.0	0.0	20-100	50.0	36.31117225396563	98.8803811671527	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00435	p1k_00435_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9437170.0	0.0	20-101	50.0	18.82521114310552	99.57950529660904	pass	pass	fail	pass	warn	warn	pass	warn	fail	warn	pass
p1k_00436	p1k_00436_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10324862.0	0.0	20-101	51.0	15.739453292081915	99.77932140884789	pass	pass	warn	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00437	p1k_00437_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10867607.0	0.0	20-101	51.0	16.26306012318603	99.7917245259237	pass	pass	warn	pass	warn	pass	pass	warn	fail	warn	pass
p1k_00438	p1k_00438_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11237592.0	0.0	20-101	51.0	15.797371054635414	99.79120615875715	pass	pass	warn	pass	warn	pass	pass	warn	fail	fail	pass
p1k_00439	p1k_00439_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5886194.0	0.0	20-100	51.0	31.10327536463824	99.0060939207916	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00440	p1k_00440_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7744456.0	0.0	20-100	50.0	24.21635461570627	98.86230098021088	pass	pass	fail	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00441	p1k_00441_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13890833.0	0.0	20-40	48.0	15.843195121436368	39.49880327551271	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00442	p1k_00442_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13143074.0	0.0	20-40	51.0	16.293755527251793	39.5617176012248	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00443	p1k_00443_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10848465.0	0.0	20-40	50.0	18.989460285073058	39.560092418604846	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00444	p1k_00444_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11619660.0	0.0	20-40	50.0	18.360672061930472	39.51219261148777	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00445	p1k_00445_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13337357.0	0.0	20-40	48.0	16.302819191097722	39.50283928067607	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00446	p1k_00446_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13509964.0	0.0	20-40	50.0	15.89014322807519	39.5639943970243	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00447	p1k_00447_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14566187.0	0.0	20-40	50.0	16.180948402814156	39.56858345976198	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00448	p1k_00448_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14544695.0	0.0	20-40	51.0	15.79221531841448	39.5673053989788	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00449	p1k_00449_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13563610.0	0.0	20-40	51.0	17.24895722668153	39.569673044270665	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00450	p1k_00450_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12598616.0	0.0	20-40	50.0	16.250549767093425	39.520113876000345	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00451	p1k_00451_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13698690.0	0.0	20-40	49.0	15.624674659998783	39.460573967291765	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00452	p1k_00452_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12358356.0	0.0	20-40	51.0	18.215730493951853	39.56432109578329	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00453	p1k_00453_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14569648.0	0.0	20-40	50.0	17.345027516669887	39.50549175930674	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00454	p1k_00454_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13556549.0	0.0	20-40	49.0	15.755060925723786	39.46310473262775	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00455	p1k_00455_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7623231.0	0.0	20-40	51.0	14.591034393647082	39.51658384745261	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00456	p1k_00456_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7614677.0	0.0	20-40	52.0	15.539661907758662	39.59413511564575	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00457	p1k_00457_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7516739.0	0.0	20-40	51.0	18.215321215096843	39.583760058716955	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00458	p1k_00458_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7115320.0	0.0	20-40	50.0	18.33716817214427	39.588455614083415	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00459	p1k_00459_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11583028.0	0.0	20-40	51.0	14.254807827521029	39.61039349986895	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00460	p1k_00460_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13307088.0	0.0	20-40	50.0	13.165048813823296	39.525425923387594	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass
p1k_00461	p1k_00461_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11469357.0	0.0	20-40	50.0	16.05889064237579	39.48894746235556	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00462	p1k_00462_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10580509.0	0.0	20-40	52.0	16.711575887361736	39.583092930595306	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00463	p1k_00463_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13353448.0	0.0	20-40	51.0	14.395595364555055	39.60864205259945	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00464	p1k_00464_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13328276.0	0.0	20-40	50.0	14.059162386322166	39.52802920647802	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00465	p1k_00465_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7703079.0	0.0	20-40	51.0	14.453856273399271	39.516824376330554	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00466	p1k_00466_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7690433.0	0.0	20-40	52.0	15.464216723592502	39.593707922557805	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00467	p1k_00467_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8244044.0	0.0	20-40	50.0	18.073820096738917	39.583846107565655	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00468	p1k_00468_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7528129.0	0.0	20-40	50.0	18.255090465730845	39.5056354640044	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass
p1k_00469	p1k_00469_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9785663.0	0.0	20-40	51.0	18.073131573205806	39.50974716787202	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00470	p1k_00470_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11090456.0	0.0	20-40	50.0	15.987717967676968	39.54077668222118	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00471	p1k_00471_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14169157.0	0.0	20-40	50.0	14.370354598520594	39.5399944400362	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00472	p1k_00472_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11947659.0	0.0	20-40	51.0	15.686211436230288	39.51623041802583	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00473	p1k_00473_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10444460.0	0.0	20-40	51.0	18.88117422521891	39.59239539430473	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00474	p1k_00474_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9429332.0	0.0	20-40	50.0	18.507385372558137	39.52290172835149	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
p1k_00475	p1k_00475_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	9510226.0	0.0	20-40	49.0	17.627506642048132	39.48217339945444	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00476	p1k_00476_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	10844553.0	0.0	20-40	51.0	17.892936928637514	39.586055229754514	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass
p1k_00477	p1k_00477_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12287307.0	0.0	20-40	51.0	18.8491959793491	39.56589682344553	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass
