Sample	Aligned	Not aligned
p1k_00102	3734423.0	82560.0
p1k_00103	2607979.0	35221.0
p1k_00104	4001427.0	54286.0
p1k_00105	8141416.0	84699.0
p1k_00106	8188730.0	80796.0
p1k_00107	8173790.0	92654.0
p1k_00108	4881004.0	262439.0
p1k_00109	6296902.0	316669.0
p1k_00110	5826074.0	267804.0
p1k_00111	6183003.0	264197.0
p1k_00112	6302606.0	284518.0
p1k_00113	5978457.0	236506.0
p1k_00114	6439921.0	254287.0
p1k_00115	6214163.0	211445.0
p1k_00116	6188815.0	164635.0
p1k_00117	4835026.0	117248.0
p1k_00118	5986447.0	165473.0
p1k_00119	6640639.0	168365.0
p1k_00120	7581195.0	183822.0
p1k_00121	5542226.0	137034.0
p1k_00122	4942140.0	120177.0
p1k_00123	5061739.0	108943.0
p1k_00124	5440687.0	123926.0
p1k_00125	5173389.0	37631.0
p1k_00126	5279673.0	37558.0
p1k_00127	5421204.0	36478.0
p1k_00128	8204718.0	114148.0
p1k_00129	6744485.0	172115.0
p1k_00130	13899697.0	151342.0
p1k_00131	12156977.0	134905.0
p1k_00132	1986529.0	29382.0
p1k_00133	5266354.0	40739.0
p1k_00134	9161001.0	161204.0
p1k_00135	9191498.0	216141.0
p1k_00136	8276342.0	202966.0
p1k_00137	8920216.0	194726.0
p1k_00138	9836596.0	145059.0
p1k_00139	6740916.0	164589.0
p1k_00140	9588374.0	245492.0
p1k_00141	8985450.0	200742.0
p1k_00142	3564037.0	50874.0
p1k_00143	3472878.0	69307.0
p1k_00144	3886902.0	63290.0
p1k_00145	3767560.0	61105.0
p1k_00146	5384813.0	299930.0
p1k_00147	5745217.0	307263.0
p1k_00148	6102871.0	330963.0
p1k_00149	4733008.0	285257.0
p1k_00150	5553574.0	306397.0
p1k_00151	3850079.0	55929.0
p1k_00152	3739774.0	48070.0
p1k_00153	4229458.0	66214.0
p1k_00154	4287363.0	64248.0
p1k_00155	5396297.0	302990.0
p1k_00156	4524302.0	68768.0
p1k_00157	4156260.0	53172.0
p1k_00158	3567950.0	64708.0
p1k_00159	4031506.0	53984.0
p1k_00160	4102881.0	59016.0
p1k_00161	13577488.0	482039.0
p1k_00162	12912484.0	422689.0
p1k_00163	10625754.0	383119.0
p1k_00164	7383203.0	339852.0
p1k_00165	12885347.0	425940.0
p1k_00166	13155941.0	547122.0
p1k_00167	13464749.0	576454.0
p1k_00168	13398059.0	446731.0
p1k_00169	7674255.0	243833.0
p1k_00170	7517427.0	146173.0
p1k_00171	12333750.0	538805.0
p1k_00172	13067013.0	524540.0
p1k_00173	9939011.0	371501.0
p1k_00174	11901516.0	449103.0
p1k_00175	8017605.0	389881.0
p1k_00176	7967147.0	403418.0
p1k_00177	14253288.0	492183.0
p1k_00178	13341078.0	453450.0
p1k_00179	14223586.0	545566.0
p1k_00180	14676837.0	540438.0
p1k_00181	13770197.0	538630.0
p1k_00182	13060424.0	506395.0
p1k_00183	7751094.0	408844.0
p1k_00184	8891968.0	451258.0
p1k_00185	7581309.0	417589.0
p1k_00186	8209948.0	382257.0
p1k_00187	8529612.0	397896.0
p1k_00188	4332120.0	279197.0
p1k_00189	6848684.0	477586.0
p1k_00190	8522576.0	530427.0
p1k_00191	12387082.0	482908.0
p1k_00192	11295353.0	288579.0
p1k_00193	11130117.0	535315.0
p1k_00194	11269725.0	498761.0
p1k_00195	9641248.0	403414.0
p1k_00196	9043403.0	337520.0
p1k_00197	12845751.0	653315.0
p1k_00198	12153165.0	564924.0
p1k_00199	10857669.0	601373.0
p1k_00200	11264900.0	530558.0
p1k_00201	9817400.0	468168.0
p1k_00202	13951596.0	698490.0
p1k_00203	4275718.0	202698.0
p1k_00204	4099496.0	214657.0
p1k_00205	11186135.0	559792.0
p1k_00206	12248274.0	559555.0
p1k_00207	11539250.0	493164.0
p1k_00208	10738474.0	473736.0
p1k_00209	11264915.0	362571.0
p1k_00210	9852641.0	438532.0
p1k_00211	12263989.0	682567.0
p1k_00212	13361866.0	697068.0
p1k_00213	5129831.0	233805.0
p1k_00214	6430938.0	269021.0
p1k_00215	11055113.0	506447.0
p1k_00216	11359234.0	487804.0
p1k_00217	11673671.0	522679.0
p1k_00218	9625961.0	436784.0
p1k_00219	6546551.0	745063.0
p1k_00220	6299156.0	744465.0
p1k_00221	6219226.0	942224.0
p1k_00222	6115186.0	710517.0
p1k_00223	9570111.0	1158904.0
p1k_00224	8810166.0	1084446.0
p1k_00225	15102572.0	1817752.0
p1k_00226	8022624.0	1074592.0
p1k_00227	10339431.0	1082824.0
p1k_00228	9317760.0	1094071.0
p1k_00229	7503913.0	1461117.0
p1k_00230	8575124.0	902344.0
p1k_00231	10264289.0	1147936.0
p1k_00232	9109069.0	1021916.0
p1k_00233	3794477.0	76185.0
p1k_00234	4168107.0	68028.0
p1k_00235	3885437.0	60324.0
p1k_00236	3867014.0	64881.0
p1k_00237	3759696.0	68747.0
p1k_00238	3273185.0	45117.0
p1k_00239	3936235.0	51726.0
p1k_00240	3838970.0	81218.0
p1k_00241	4277072.0	96059.0
p1k_00242	3851310.0	72861.0
p1k_00243	4265481.0	71651.0
p1k_00244	3945282.0	72294.0
p1k_00245	3661065.0	52926.0
p1k_00246	3868036.0	58308.0
p1k_00247	3722147.0	52650.0
p1k_00248	3994512.0	57332.0
p1k_00249	4185575.0	97911.0
p1k_00250	4221202.0	82886.0
p1k_00251	3984803.0	78384.0
p1k_00252	3678457.0	59968.0
p1k_00253	3306682.0	47221.0
p1k_00254	4318767.0	65986.0
p1k_00255	10589244.0	590215.0
p1k_00256	9431169.0	725200.0
p1k_00257	10906409.0	417434.0
p1k_00258	10786425.0	495046.0
p1k_00259	6502535.0	387367.0
p1k_00260	8219298.0	466483.0
p1k_00261	7443083.0	471900.0
p1k_00262	7541248.0	504156.0
p1k_00263	6866650.0	389674.0
p1k_00264	6841366.0	458883.0
p1k_00265	6949890.0	463960.0
p1k_00266	8313914.0	506257.0
p1k_00267	9839829.0	476687.0
p1k_00268	10079136.0	512062.0
p1k_00269	11008926.0	436518.0
p1k_00270	10154875.0	479416.0
p1k_00271	7986010.0	643785.0
p1k_00272	8892527.0	528977.0
p1k_00273	8765016.0	293308.0
p1k_00274	7370825.0	231609.0
p1k_00275	8034639.0	400963.0
p1k_00276	10079436.0	443115.0
p1k_00277	7500317.0	351115.0
p1k_00278	8369616.0	438583.0
p1k_00279	5814754.0	271198.0
p1k_00280	8371237.0	352573.0
p1k_00281	11357799.0	402000.0
p1k_00282	16030799.0	608664.0
p1k_00283	9979335.0	582573.0
p1k_00284	10174330.0	594911.0
p1k_00285	18317094.0	1744814.0
p1k_00286	10135064.0	474381.0
p1k_00287	7513576.0	345633.0
p1k_00288	9779507.0	450154.0
p1k_00289	8678705.0	411888.0
p1k_00290	8361375.0	460744.0
p1k_00291	9670186.0	420004.0
p1k_00292	9704776.0	516101.0
p1k_00293	7517142.0	1844023.0
p1k_00294	5536881.0	1332647.0
p1k_00295	8532633.0	564353.0
p1k_00296	6842581.0	300149.0
p1k_00297	11025098.0	569500.0
p1k_00298	6814974.0	308160.0
p1k_00299	9603640.0	862333.0
p1k_00300	7243164.0	363003.0
p1k_00301	7898445.0	342445.0
p1k_00302	9125685.0	378460.0
p1k_00303	9321018.0	424414.0
p1k_00304	9255948.0	371785.0
p1k_00305	10429246.0	513824.0
p1k_00306	11106374.0	565586.0
p1k_00307	8190764.0	612666.0
p1k_00308	7348976.0	475347.0
p1k_00309	8882929.0	639349.0
p1k_00310	8356663.0	553344.0
p1k_00311	7959638.0	628701.0
p1k_00312	9961728.0	493340.0
p1k_00313	6571546.0	378004.0
p1k_00314	6254623.0	471343.0
p1k_00315	9136588.0	732405.0
p1k_00316	8540420.0	754679.0
p1k_00317	12482261.0	264004.0
p1k_00318	13262881.0	293040.0
p1k_00319	9198480.0	201610.0
p1k_00320	10546853.0	218869.0
p1k_00321	12483058.0	313457.0
p1k_00322	11621313.0	272280.0
p1k_00323	11800124.0	265179.0
p1k_00324	15397407.0	342095.0
p1k_00325	12255173.0	285048.0
p1k_00326	13653503.0	290558.0
p1k_00327	12385355.0	290125.0
p1k_00328	11125627.0	252203.0
p1k_00329	11776600.0	258871.0
p1k_00330	10428973.0	208733.0
p1k_00331	10064391.0	239063.0
p1k_00332	9996466.0	263855.0
p1k_00333	11603884.0	259754.0
p1k_00334	11037402.0	267354.0
p1k_00335	11063300.0	272034.0
p1k_00336	11454770.0	284104.0
p1k_00337	11396039.0	279130.0
p1k_00338	9397076.0	225163.0
p1k_00339	10203477.0	244465.0
p1k_00340	12113610.0	267509.0
p1k_00341	13844540.0	311942.0
p1k_00342	12478285.0	216633.0
p1k_00343	11146309.0	213862.0
p1k_00344	11298873.0	215686.0
p1k_00345	13285027.0	362307.0
p1k_00346	13208930.0	245150.0
p1k_00347	13314381.0	189563.0
p1k_00348	13628621.0	202015.0
p1k_00349	9168862.0	179401.0
p1k_00350	8599157.0	207826.0
p1k_00351	7963181.0	244279.0
p1k_00352	8271344.0	152620.0
p1k_00353	9152394.0	119679.0
p1k_00354	8313394.0	175726.0
p1k_00355	7158846.0	132821.0
p1k_00356	7680506.0	145622.0
p1k_00357	5740202.0	88445.0
p1k_00358	12238310.0	176570.0
p1k_00359	6303721.0	90161.0
p1k_00360	11258806.0	199851.0
p1k_00361	6328533.0	80540.0
p1k_00362	6430952.0	114411.0
p1k_00363	12218243.0	211526.0
p1k_00364	7111020.0	127884.0
p1k_00365	8320520.0	158464.0
p1k_00366	7756043.0	120885.0
p1k_00367	10103848.0	194403.0
p1k_00368	10253931.0	178480.0
p1k_00369	7467846.0	104276.0
p1k_00370	9368015.0	133836.0
p1k_00371	9270233.0	176709.0
p1k_00372	9186333.0	155048.0
p1k_00373	8888811.0	125403.0
p1k_00374	7290447.0	113313.0
p1k_00375	9930816.0	141342.0
p1k_00376	8585873.0	108300.0
p1k_00377	11266287.0	140853.0
p1k_00378	4855634.0	71815.0
p1k_00379	9169175.0	107011.0
p1k_00380	9517695.0	136285.0
p1k_00381	8771507.0	170202.0
p1k_00382	7728735.0	116126.0
p1k_00383	8572385.0	165087.0
p1k_00384	8624963.0	171687.0
p1k_00385	8451108.0	153905.0
p1k_00386	8888132.0	131982.0
p1k_00387	8608510.0	466973.0
p1k_00388	7166647.0	376519.0
p1k_00389	5608307.0	1444576.0
p1k_00390	7087443.0	1857729.0
p1k_00391	6446495.0	339866.0
p1k_00392	8282370.0	507093.0
p1k_00393	6978345.0	372053.0
p1k_00394	7570795.0	448641.0
p1k_00395	5451786.0	1449485.0
p1k_00396	5623021.0	1255770.0
p1k_00397	4661664.0	175788.0
p1k_00398	8105560.0	401442.0
p1k_00399	7858872.0	354061.0
p1k_00400	8960252.0	495186.0
p1k_00401	5669652.0	1323321.0
p1k_00402	6522525.0	1623665.0
p1k_00403	8481128.0	432163.0
p1k_00404	9216615.0	465953.0
p1k_00405	8013531.0	412431.0
p1k_00406	9216405.0	459267.0
p1k_00407	8858771.0	401809.0
p1k_00408	6554736.0	1638987.0
p1k_00409	8206959.0	762265.0
p1k_00410	8280870.0	423519.0
p1k_00411	7705966.0	418710.0
p1k_00412	8827288.0	424649.0
p1k_00413	8432928.0	360299.0
p1k_00414	10856336.0	395751.0
p1k_00415	11936885.0	1091620.0
p1k_00416	12741755.0	893155.0
p1k_00417	7005392.0	311320.0
p1k_00418	7958568.0	393978.0
p1k_00419	8367357.0	482670.0
p1k_00420	10473149.0	565081.0
p1k_00421	12959147.0	626129.0
p1k_00422	9149035.0	395331.0
p1k_00423	9748313.0	417330.0
p1k_00424	11395842.0	362157.0
p1k_00425	7215669.0	365077.0
p1k_00426	8220428.0	485993.0
p1k_00427	11577117.0	826683.0
p1k_00428	7954752.0	441788.0
p1k_00429	8895779.0	467651.0
p1k_00430	8439003.0	356945.0
p1k_00431	10004765.0	434231.0
p1k_00432	11868854.0	574093.0
p1k_00433	2956832.0	272103.0
p1k_00434	2773849.0	225570.0
p1k_00435	9094592.0	342578.0
p1k_00436	9822209.0	502653.0
p1k_00437	10535389.0	332218.0
p1k_00438	10926023.0	311569.0
p1k_00439	5305125.0	581069.0
p1k_00440	7019090.0	725366.0
p1k_00441	13523610.0	367223.0
p1k_00442	12797086.0	345988.0
p1k_00443	10559101.0	289364.0
p1k_00444	11301993.0	317667.0
p1k_00445	13064275.0	273082.0
p1k_00446	13202861.0	307103.0
p1k_00447	14169414.0	396773.0
p1k_00448	14256022.0	288673.0
p1k_00449	13348188.0	215422.0
p1k_00450	12332978.0	265638.0
p1k_00451	13453125.0	245565.0
p1k_00452	12154222.0	204134.0
p1k_00453	14331700.0	237948.0
p1k_00454	13271273.0	285276.0
p1k_00455	7513066.0	110165.0
p1k_00456	7514014.0	100663.0
p1k_00457	7410045.0	106694.0
p1k_00458	7016782.0	98538.0
p1k_00459	11400103.0	182925.0
p1k_00460	13109137.0	197951.0
p1k_00461	11237061.0	232296.0
p1k_00462	10365466.0	215043.0
p1k_00463	13146386.0	207062.0
p1k_00464	13117835.0	210441.0
p1k_00465	7585339.0	117740.0
p1k_00466	7583414.0	107019.0
p1k_00467	8120860.0	123184.0
p1k_00468	7412959.0	115170.0
p1k_00469	9626409.0	159254.0
p1k_00470	10940775.0	149681.0
p1k_00471	13962293.0	206864.0
p1k_00472	11757137.0	190522.0
p1k_00473	10277480.0	166980.0
p1k_00474	9295765.0	133567.0
p1k_00475	9359069.0	151157.0
p1k_00476	10685389.0	159164.0
p1k_00477	11995413.0	291894.0
p1k_00478	14398283.0	329075.0
p1k_00479	14814808.0	354562.0
p1k_00480	12839979.0	279178.0
p1k_00481	7399508.0	80678.0
p1k_00482	6986084.0	104650.0
p1k_00483	6594497.0	90544.0
p1k_00484	7246946.0	92982.0
p1k_00485	14130208.0	443178.0
p1k_00486	14431131.0	239711.0
p1k_00487	14651963.0	301061.0
p1k_00488	15454064.0	271855.0
p1k_00489	11126483.0	197887.0
p1k_00490	9910408.0	159030.0
p1k_00491	11829918.0	171099.0
p1k_00492	9766576.0	131988.0
p1k_00493	11260505.0	175499.0
p1k_00494	11289912.0	205919.0
p1k_00495	8208884.0	105999.0
p1k_00496	7260265.0	92828.0
p1k_00497	8304916.0	96895.0
p1k_00498	8613065.0	107602.0
p1k_00499	6493490.0	112175.0
p1k_00500	5202436.0	101156.0
p1k_00501	12787557.0	196936.0
p1k_00502	12415815.0	259447.0
p1k_00503	12233808.0	236360.0
p1k_00504	11675522.0	255579.0
p1k_00505	14452451.0	335959.0
p1k_00506	15062453.0	346860.0
p1k_00507	10534022.0	156308.0
p1k_00508	10715218.0	164794.0
p1k_00509	14187882.0	233206.0
p1k_00510	13450443.0	252890.0
p1k_00511	5346226.0	326053.0
p1k_00512	5931693.0	318389.0
p1k_00513	4453314.0	210164.0
p1k_00514	4377840.0	247802.0
p1k_00515	6527756.0	414681.0
p1k_00516	10574426.0	655334.0
p1k_00517	8197837.0	460285.0
p1k_00518	7081729.0	233842.0
p1k_00519	7133796.0	237769.0
p1k_00520	7880875.0	272701.0
p1k_00521	7529672.0	239771.0
p1k_00522	8180501.0	200257.0
p1k_00523	9359128.0	238150.0
p1k_00524	6834798.0	194565.0
p1k_00525	7023761.0	179262.0
p1k_00526	10951963.0	314485.0
p1k_00527	11977166.0	338676.0
p1k_00528	8844085.0	218501.0
p1k_00529	9476736.0	202916.0
p1k_00530	7830014.0	204606.0
p1k_00531	9629895.0	277408.0
p1k_00532	7428564.0	154015.0
p1k_00533	7424989.0	156185.0
p1k_00534	7577726.0	188163.0
p1k_00535	7519602.0	151260.0
p1k_00536	8409864.0	212304.0
p1k_00537	7781547.0	158699.0
p1k_00538	8589579.0	261160.0
p1k_00539	13570753.0	251104.0
p1k_00540	8832541.0	169220.0
p1k_00541	10770101.0	223851.0
p1k_00542	10308143.0	194335.0
p1k_00543	13365119.0	263845.0
p1k_00544	14143992.0	299538.0
p1k_00545	12350629.0	259860.0
p1k_00546	10117134.0	233680.0
p1k_00547	7820346.0	177664.0
p1k_00548	10319414.0	231609.0
p1k_00549	8393150.0	167877.0
p1k_00550	13460098.0	229765.0
p1k_00551	3843036.0	92721.0
p1k_00552	6665057.0	167085.0
p1k_00553	7119952.0	217197.0
p1k_00554	4647211.0	123093.0
p1k_00555	7452081.0	207852.0
p1k_00556	13098363.0	286419.0
p1k_00557	6318577.0	134327.0
p1k_00558	8646964.0	375633.0
p1k_00559	9128326.0	497634.0
p1k_00560	5315252.0	129711.0
p1k_00561	11620407.0	265367.0
p1k_00562	7539470.0	1399562.0
p1k_00563	9053495.0	1622356.0
p1k_00564	8592006.0	1567568.0
p1k_00565	10534011.0	1981549.0
p1k_00566	9612838.0	192065.0
p1k_00567	3937357.0	79116.0
p1k_00568	8145890.0	175175.0
p1k_00569	9101595.0	157876.0
p1k_00570	8460152.0	182587.0
p1k_00571	12174113.0	323591.0
p1k_00572	6138158.0	163288.0
p1k_00573	4144365.0	89192.0
p1k_00574	8966512.0	167105.0
p1k_00575	7169792.0	134662.0
p1k_00576	7815187.0	457793.0
p1k_00577	7984319.0	476449.0
p1k_00578	10512265.0	279316.0
p1k_00579	8774499.0	243092.0
p1k_00580	9450830.0	1779193.0
p1k_00581	12150217.0	540681.0
p1k_00582	12045266.0	640808.0
p1k_00583	9216511.0	484553.0
p1k_00584	6261090.0	154881.0
p1k_00585	9139843.0	213185.0
p1k_00586	4734829.0	116039.0
p1k_00587	9790483.0	279675.0
p1k_00588	5427404.0	104204.0
p1k_00589	8979674.0	179459.0
p1k_00590	6355258.0	133200.0
p1k_00591	5897537.0	109050.0
p1k_00592	11429857.0	234927.0
p1k_00593	10281494.0	304844.0
p1k_00594	8512613.0	141699.0
p1k_00595	5574062.0	95473.0
p1k_00596	10160822.0	243486.0
p1k_00597	9182476.0	198710.0
p1k_00598	11914149.0	208307.0
p1k_00599	10046743.0	190701.0
p1k_00600	9176656.0	202998.0
p1k_00601	9628566.0	251580.0
p1k_00602	8920994.0	193146.0
p1k_00603	9779150.0	148220.0
p1k_00604	9437836.0	183815.0
p1k_00605	9752126.0	175540.0
p1k_00606	13580959.0	243002.0
p1k_00607	12177400.0	265009.0
p1k_00608	10857553.0	205040.0
p1k_00609	11944942.0	213592.0
p1k_00610	12353044.0	236365.0
p1k_00611	11604626.0	226846.0
p1k_00612	9952662.0	587360.0
p1k_00613	12464995.0	700739.0
p1k_00614	10988490.0	623891.0
p1k_00615	10364493.0	550261.0
p1k_00616	10398886.0	4389484.0
p1k_00617	10292347.0	4316048.0
p1k_00618	15355071.0	2766677.0
p1k_00619	14027385.0	2566526.0
p1k_00620	10228701.0	4346149.0
p1k_00621	10236720.0	4327048.0
p1k_00622	9654547.0	3638581.0
p1k_00623	9215888.0	3702127.0
p1k_00624	14372777.0	3182362.0
p1k_00625	11320050.0	2241398.0
p1k_00626	13226493.0	1468282.0
p1k_00627	15650124.0	1632428.0
p1k_00628	13822188.0	2078369.0
p1k_00629	10585850.0	1609831.0
p1k_00630	17338581.0	872797.0
p1k_00631	15662549.0	568753.0
p1k_00632	11106059.0	3615306.0
p1k_00633	9430836.0	3189790.0
p1k_00634	13110427.0	1965175.0
p1k_00635	12172631.0	1735290.0
p1k_00636	9917182.0	2669620.0
p1k_00637	9957081.0	2470134.0
p1k_00638	14209053.0	2527759.0
p1k_00639	12927223.0	2135728.0
p1k_00640	9555913.0	4003397.0
p1k_00641	9737083.0	3939161.0
p1k_00642	12573824.0	3365132.0
p1k_00643	13083297.0	3504424.0
p1k_00644	12725290.0	2881000.0
p1k_00645	10748854.0	3494878.0
p1k_00646	16164591.0	852580.0
p1k_00647	15380112.0	673864.0
p1k_00648	13817122.0	2437291.0
p1k_00649	13527490.0	2329975.0
p1k_00650	11653296.0	2740908.0
p1k_00651	13116634.0	3255768.0
p1k_00652	9511345.0	3278032.0
p1k_00653	9972753.0	3564718.0
p1k_00654	11995789.0	1604081.0
p1k_00655	11674775.0	1440611.0
p1k_00656	12574921.0	3276555.0
p1k_00657	13246391.0	3491218.0
p1k_00658	14380724.0	2232242.0
p1k_00659	14195884.0	2371042.0
p1k_00660	11398217.0	1770107.0
p1k_00661	10547967.0	1787427.0
p1k_00662	11627249.0	1265740.0
p1k_00663	11894777.0	1183833.0
p1k_00664	13886798.0	1332264.0
p1k_00665	14091162.0	1334581.0
p1k_00666	13355359.0	2757269.0
p1k_00667	12070609.0	1640292.0
p1k_00668	12404098.0	4125934.0
p1k_00669	11739503.0	4056315.0
p1k_00670	12722325.0	2558848.0
p1k_00671	11989876.0	2373121.0
p1k_00672	10879466.0	1868088.0
p1k_00673	12983984.0	1991869.0
p1k_00674	9128173.0	4757858.0
p1k_00675	7631351.0	3697908.0
p1k_00676	14411737.0	2216235.0
p1k_00677	12505054.0	1870549.0
p1k_00678	10263754.0	3168882.0
p1k_00679	10071241.0	3389500.0
p1k_00680	12452086.0	3316955.0
p1k_00681	14113195.0	3472660.0
p1k_00682	12271716.0	3524389.0
p1k_00683	11896510.0	3486452.0
p1k_00684	15466744.0	636658.0
p1k_00685	14092300.0	578535.0
p1k_00686	15245574.0	676167.0
p1k_00687	15656151.0	692101.0
p1k_00688	15964900.0	662529.0
p1k_00689	13109928.0	591202.0
p1k_00690	13824234.0	679746.0
p1k_00691	13618783.0	694506.0
p1k_00692	12050608.0	2479561.0
p1k_00693	11101373.0	2302450.0
p1k_00694	11803231.0	4062920.0
p1k_00695	13150587.0	4667316.0
p1k_00696	10612156.0	6537890.0
p1k_00697	9828893.0	6871017.0
p1k_00698	10941467.0	4554018.0
p1k_00699	11510633.0	4971366.0
p1k_00700	13159733.0	2924735.0
p1k_00701	12363458.0	2780885.0
p1k_00702	14243608.0	2295518.0
p1k_00703	9425519.0	1700092.0
p1k_00704	12100348.0	1978481.0
p1k_00705	13222359.0	2110588.0
p1k_00706	10732159.0	2928287.0
p1k_00707	10926717.0	3181038.0
p1k_00708	15074282.0	451175.0
p1k_00709	15527951.0	452683.0
p1k_00710	8510959.0	325755.0
p1k_00711	7690754.0	65151.0
p1k_00712	6915380.0	26372.0
p1k_00713	5332346.0	20528.0
p1k_00714	7293311.0	28915.0
p1k_00715	6593317.0	26235.0
p1k_00716	9525512.0	89935.0
p1k_00717	8951690.0	462926.0
p1k_00718	7766446.0	435361.0
p1k_00719	8252651.0	74575.0
p1k_00720	8149485.0	859929.0
p1k_00721	7198740.0	69934.0
p1k_00722	8469901.0	239851.0
p1k_00723	7550492.0	61167.0
p1k_00724	8165896.0	406492.0
p1k_00725	7729928.0	62624.0
p1k_00726	8084411.0	70859.0
p1k_00727	8036031.0	198061.0
p1k_00728	8373861.0	63828.0
p1k_00729	14173244.0	590788.0
p1k_00730	8011734.0	65451.0
p1k_00731	8263591.0	284458.0
p1k_00732	8300301.0	65674.0
p1k_00733	8788725.0	306465.0
p1k_00734	7421445.0	60202.0
p1k_00735	6610627.0	32959.0
p1k_00736	8230681.0	41445.0
p1k_00737	6131909.0	34581.0
p1k_00738	7012743.0	39708.0
p1k_00739	5662835.0	33388.0
p1k_00740	4962262.0	27995.0
p1k_00741	6373357.0	35845.0
p1k_00742	6568336.0	36723.0
p1k_00743	7427836.0	65952.0
p1k_00744	6750115.0	31377.0
p1k_00745	5775892.0	24392.0
p1k_00746	6470991.0	27692.0
p1k_00747	7550776.0	32168.0
p1k_00748	7469580.0	31332.0
p1k_00749	7222087.0	26205.0
p1k_00750	7493050.0	31637.0
p1k_00751	6905622.0	33070.0
p1k_00752	6389507.0	30188.0
p1k_00753	7753418.0	36334.0
p1k_00754	6656908.0	32470.0
p1k_00755	6935488.0	31260.0
p1k_00756	7213776.0	31063.0
p1k_00757	7456305.0	31666.0
p1k_00758	7130836.0	32954.0
p1k_00759	8213477.0	36002.0
p1k_00760	8228464.0	35694.0
p1k_00761	7909925.0	41615.0
p1k_00762	6682455.0	31558.0
p1k_00763	6513278.0	26148.0
p1k_00764	6539125.0	27427.0
p1k_00765	6768459.0	27949.0
p1k_00766	5314526.0	29078.0
p1k_00767	6864847.0	38190.0
p1k_00768	4617385.0	26246.0
p1k_00769	6965792.0	40826.0
p1k_00770	6523937.0	37424.0
