,cond1,cond2,n_dima,n_deg,exp_var_dimas,exp_var_all
29,eep:BOP27_ndh-cydB-appC,eep:BOP27_ndh-cyoB,27,442,0.4491044668006824,0.7470030878993748
30,ros_tale:1_mid_250pq,ros_tale:3_3_750pq,39,916,0.49878810721052136,0.8036803569362416
31,tcs:del_cpxR_etoh,tcs:del_cpxR_lb,41,858,0.4436585219451078,0.9035147130045563
32,DDB2:PD-005_BW25113_Fed-batch_6h,DDB2:PD-004_del-qseB_Fed-batch_6h,1,21,0.011853092693063005,0.7689493359896123
33,ros_tale:9_77_0pq,ros_tale:18_36_250pq,0,1376,0.0,
34,minicoli:mg1655_glc,minicoli:W3110_glyc,18,291,0.47517241596870297,0.8296528244184403
35,pcoli:MBP,pcoli:ssDDC,12,150,0.16288887350581616,0.7751667523857676
36,pcoli:hsASMT,pcoli:osTDC_K374H,14,219,0.18243357032962537,0.7575711941630547
37,DDB2:PD-003_BW25113_Batch_9h,DDB2:PD-004_del-kdpE_Fed-batch_15h,38,488,0.4328914987272843,0.7362782801620208
38,DDB3:PD-006_del-lsrB_Batch_6h,DDB3:PD-009_del-lsrK_Batch_6h,5,67,0.24235553574747493,0.7576884914233859
39,pcoli:cobPNMT,pcoli:osTDC_K374H,0,123,0.0,0.7492686586259047
40,acid_tale:acid_ale2_pH5,acid_tale:low_Mg_ale_pH5,3,116,0.047875570154655045,0.7422137842439693
41,hot_tale:hot_ale3_mid_37c,hot_tale:hot_ale16_30c,6,111,0.05556959436674136,0.8473951164547664
42,pal:lyx_ale2,pal:5drib_ale10_f18,16,330,0.3222186426346879,0.7873963000231633
43,ica:wt_glc,ica:ura_pyr,10,123,0.29671006051638016,0.8365899448019173
44,DDB3:PD-006_del-lsrB_Fed-batch_6h,DDB3:PD-006_del-rpoS_Fed-batch_15h,22,331,0.2659414193370343,0.7355123633674774
45,tcs:del_zraR_lb,tcs:wt_LiCl,62,1055,0.6678956981126128,0.8801925680365127
46,nac_ntrc:wt_gln,nac_ntrc:bw_delnac_cytd,8,173,0.3424750432433762,0.899681955252038
47,ros_tale:29_119_750pq,ros_tale:wt_glc,0,1142,0.0,
48,ros_tale:9_77_0pq,ros_tale:17_104_250pq,0,974,0.0,
49,pcoli:bpTDC,pcoli:RFCnopause,33,525,0.4645297630080786,0.7758376076815235
50,ros_tale:3_76_0pq,ros_tale:16_28_250pq,0,529,0.0,
51,oxyR:glu_ale4_h2o2,oxyR:oxyR_ale19,21,347,0.4388056682038649,0.8623962141345773
52,DDB2:PD-004_del-qseB_Fed-batch_15h,DDB2:PD-005_del-qseF_Fed-batch_6h,6,76,0.07636575021645753,0.765990523730503
53,pcoli:ocAANAT,pcoli:saCOMT_T2A,0,4,0.0,0.7723137091559337
54,pcoli:atASMT_325G,pcoli:btAANAT,1,59,0.13185085159960397,0.7726417494814792
55,minicoli:minE_N_starve,minicoli:W3110_osm,72,1708,0.7883464007890151,0.8995109042180364
56,pcoli:CNTF_belt,pcoli:rnTDC,0,65,0.0,0.7802641792590519
57,DDB2:PD-004_del-basS_Fed-batch_6h,DDB2:PD-005_MG1655-del-fhuA_Fed-batch_15h,2,79,0.04220582175872678,0.7505797913584259
58,pcoli:btASMT,pcoli:hsASMT,0,59,0.0,0.7674455285739316
59,abx_media:camhb_mero,abx_media:camhb_cef,0,94,0.0,0.8365750547330897
60,pcoli:osTDC_K374Q,pcoli:ssDDC,0,68,0.0,0.7635320776897627
61,DDB2:PD-005_del-phoB_Batch_6h,DDB2:PD-005_MG1655-del-fhuA_Fed-batch_15h,35,481,0.35532320673429263,0.7081508285385731
62,DDB3:PD-006_del-lsrR_Batch_6h,DDB3:PD-006_del-rpoS_Fed-batch_15h,33,530,0.4701847785599562,0.7213540947295666
63,ros_tale:18_36_250pq,ros_tale:wt_glc,0,435,0.0,
64,abx_media:m9_ctrl,abx_media:rpmi_trisulf,54,1107,0.5195923664275124,0.841971730967036
65,minicoli:aldA_minE,minicoli:mg1655_glc,74,1846,0.7897507507549415,0.8718998447440124
66,fps:bw_glc,fps:fps_ptsI_ale1,20,288,0.3361193917562272,0.6852121982078407
67,DDB2:PD-005_BW25113_Fed-batch_6h,DDB2:PD-004_del-basS_Fed-batch_15h,14,223,0.13342281589164695,0.7357492730005555
68,ros_tale:14_27_0pq,ros_tale:18_36_750pq,0,1046,0.0,
69,ros_tale:1_1_0pq,ros_tale:1_3_750pq,26,444,0.32579629684230893,0.829714834032411
70,ros_tale:13_87_750pq,ros_tale:ALE4_0pq,0,1029,0.0,
71,ytf2:ydhB_glc,ytf2:ydiZ_glc,0,62,0.0,0.7177527061008468
72,ros_tale:19_91_0pq,ros_tale:29_119_750pq,0,758,0.0,
73,tcs:del_cusR_CuSO4,tcs:wt_LiCl,61,847,0.5644046956261608,0.8938987655884519
74,DDB3:PD-009_del-arcA_Fed-batch_6h,DDB3:PD-006_del-rpoS_Fed-batch_6h,20,326,0.19823557368848843,0.7649253839605551
75,ytf:wt_ph8,ytf:delydcI_ph5,7,97,0.2221652134718468,0.6139225777234837
76,svns_pgi:PaePgi24_90,svns_pgi:wt_glc,0,435,0.0,0.8476546167414993
77,hot_tale:hot_ale10_30c,hot_tale:hot_ale16_30c,4,74,0.060518266918085484,0.8387539950374818
78,ros_tale:1_112_0pq,ros_tale:3_76_750pq,0,692,0.0,
79,tcs:del_phoB_m9p,tcs:wt_zncl2,73,1447,0.5291745157969732,0.7941491119026971
80,tcs:del_zraR_zncl2,tcs:wt_etoh,38,938,0.3925353334687477,0.8985983546204264
81,ros_tale:0_0_250pq,ros_tale:1_2_250pq,56,1180,0.6118499446680816,0.8375544486402403
82,DDB2:PD-004_del-kdpE_Batch_6h,DDB2:PD-004_del-qseC_Fed-batch_15h,40,562,0.46393710276801103,0.7560988411446853
83,pcoli:BRCActrl,pcoli:rnCOMT_sol,30,528,0.4042393109828163,0.7873482560212508
84,ros_tale:3_76_250pq,ros_tale:7_103_0pq,0,806,0.0,
85,ros_tale:0_0_0pq,ros_tale:1_3_250pq,52,933,0.5605391966332756,0.8196053184304405
86,DDB3:PD-006_del-lsrR_Fed-batch_6h,DDB3:PD-009_del-luxS_Fed-batch_15h,6,83,0.09480650913970767,0.7719704900910899
87,minicoli:W3110_LB,minicoli:W3110_sorb,60,1040,0.48623926073620016,0.8636738615043609
88,minicoli:minE_Fe_starve,minicoli:W3110_glyc,85,1746,0.7871813259329282,0.8916335229124037
89,DDB3:PD-009_del-baeR_Batch_12h,DDB3:PD-009_del-baeR_Fed-batch_18h,32,356,0.3225747220679911,0.8130939133578441
90,pcoli:hsTPH_E2K,pcoli:ssDDC,0,66,0.0,0.7594425635772244
91,svns_pgi:BmePgi24_15,svns_pgi:PaePgi2_34,6,90,0.12981215692567838,0.6921501733340945
92,ytf2:wt_glc,ytf2:ydhB_glc,0,30,0.0,0.731222673969874
93,pcoli:ggAANAT,pcoli:RFCnopause,24,499,0.40704120628918017,0.7781093661139807
94,tcs:del_cusR_lb,tcs:del_kdpE_115-kcl,77,1267,0.7550692844377103,0.9099065951069396
95,pcoli:CC1,pcoli:rnCOMT_sol,1,52,0.05802606630522178,0.7693443880587504
96,pcoli:rnTDC_trunc,pcoli:TP53B,0,69,0.0,0.7785303242203593
97,ros_tale:1_3_0pq,ros_tale:1_4_250pq,21,364,0.2271992024527133,0.8146382174713653
98,ros_tale:2_mid_250pq,ros_tale:3_0_750pq,44,1210,0.586043445138173,0.8106572407440186
99,ros_tale:1_1_0pq,ros_tale:3_2_0pq,40,1012,0.5309096738696153,0.8228733455096963
100,DDB2:PD-003_BW25113_Fed-batch_6h,DDB2:PD-004_del-basS_Fed-batch_6h,3,13,0.07459512990722494,0.7631821143359324
101,tcs:del_btsR_01xlb,tcs:del_cusR_lb,87,1565,0.6056382318301282,0.8972153953360996
102,ros_tale:29_119_250pq,ros_tale:ALE4_250pq,0,1249,0.0,
103,abx_media:m9_mero,abx_media:rpmi_cef,60,1079,0.5873714425799437,0.7904991408381192
104,eep:BOP27_nuoB_cydB-appC_A15_F57_I1_R1,eep:BOP27_nuoB-cyoB_A9_F63_I1_R1,38,1155,0.3538314897761211,0.7752722407421306
105,quinone:menF_ale5,quinone:menFubiC_ale1,18,213,0.25932033097410534,0.8189703855464897
106,DDB2:PD-004_del-basS_Fed-batch_15h,DDB2:PD-003_del-phoB_Fed-batch_6h,17,187,0.1836659495146269,0.7486499607604646
107,quinone:menF_ale6,quinone:delmenFubiC,30,431,0.5158012452173693,0.7561704929779197
108,ros_tale:16_28_250pq,ros_tale:19_91_250pq,0,925,0.0,
109,ros_tale:17_104_250pq,ros_tale:21_97_0pq,0,805,0.0,
110,ros_tale:1_0_250pq,ros_tale:3_1_0pq,36,829,0.49402585601281523,0.821515404553701
111,eep:BOP27_ndh-cyoB_A5_F59_I1_R1,eep:BOP27_ndh-cyoB_A6_F58_I1_R1,28,506,0.34136156096819736,0.7339305368564083
112,ros_tale:1_mid_250pq,ros_tale:1_0_0pq,12,227,0.2922583514532644,0.8191474209317129
113,ytf2:ybcM_glc,ytf2:ynfL_glc,0,100,0.0,0.7336714181104572
114,tcs:del_kdpE_115-kcl,tcs:del_rcsB_etoh,89,1804,0.7618224600669428,0.8786810193481257
115,pcoli:RFC,pcoli:RFCctrl,28,636,0.41775721398862364,0.7649754356395523
116,DDB2:PD-005_del-qseF_Fed-batch_15h,DDB2:PD-005_MG1655-del-fhuA_Fed-batch_15h,3,37,0.03689390252732416,0.7609950079256411
117,DDB2:PD-005_BW25113_Fed-batch_6h,DDB2:PD-003_del-qseF_Fed-batch_6h,5,9,0.04357712923688595,0.774708586548745
118,tcs:del_cpxR_etoh,tcs:wt_LiCl,74,1604,0.6822938463042145,0.8905257628261881
119,minicoli:minE_cyt,minicoli:minE_urid,10,199,0.030305283234909663,0.9077213371501256
120,pcoli:hsTPH_E2K,pcoli:RFCnopause,15,263,0.3148332650183938,0.7717990770309953
121,ros_tale:7_103_250pq,ros_tale:29_119_750pq,0,531,0.0,
122,minicoli:W3110_osm,minicoli:W3110_sorb,17,305,0.2609144380785068,0.8229403822396089
123,tcs:wt_m9p,tcs:wt_zncl2,71,1310,0.5195506457150968,0.8219285845300259
124,eep:BOP27_ndh-cydB-appC_A9_F46_I1_R1,eep:BOP27_nuoB-cyoB_A10_F64_I1_R1,40,970,0.48277724131653277,0.7987156787959752
125,ros_tale:1_112_750pq,ros_tale:13_87_250pq,0,476,0.0,
126,pcoli:BRCActrl,pcoli:hsASMT,1,101,0.0031712291740909615,0.7880706139418103
127,ros_tale:7_103_0pq,ros_tale:29_119_250pq,0,743,0.0,
128,ros_tale:1_112_0pq,ros_tale:21_97_750pq,0,379,0.0,
129,ros_tale:13_87_750pq,ros_tale:21_97_750pq,0,461,0.0,
130,tcs:del_atoC_LiCl,tcs:del_rcsB_lb,65,889,0.6463541528502532,0.907041190878411
131,ros_tale:16_28_250pq,ros_tale:ALE4_0pq,0,227,0.0,
132,ros_tale:7_103_250pq,ros_tale:21_97_0pq,0,363,0.0,
133,DDB2:PD-005_BW25113_Fed-batch_15h,DDB2:PD-004_del-qseC_Fed-batch_6h,11,127,0.1615078564139495,0.7758296631041379
134,pal:lyx_ale2_f6,pal:tartr_ale28_f10,14,132,0.3305238801456939,0.8290900024278054
135,DDB3:PD-009_del-baeR_Fed-batch_12h,DDB3:PD-006_del-rpoS_Fed-batch_15h,27,475,0.2739130755560586,0.7402646477322643
136,minicoli:minE_glyc,minicoli:minE_Fe_starve,34,729,0.22620079842627994,0.9065405437955321
137,ros_tale:11_83_0pq,ros_tale:19_91_250pq,0,510,0.0,
138,nquinone:ubiC_ale2,nquinone:ubiC_ale4,0,2,0.0,0.6954417239482915
139,nac_ntrc:wt_gln,nac_ntrc:bw_delnac_csn,23,354,0.4152668972171102,0.8579768118340543
140,acid_tale:acid_ale1_pH7,acid_tale:gmos_pH7,1,69,0.06609677527767022,0.7973779825943967
141,ros_tale:7_103_750pq,ros_tale:13_87_750pq,0,558,0.0,
142,DDB2:PD-003_BW25113_Batch_9h,DDB2:PD-004_del-kdpE_Batch_6h,8,80,0.2962749166676363,0.7417666754599422
143,ros_tale:9_77_750pq,ros_tale:13_87_250pq,0,857,0.0,
144,minicoli:minE_Fe_starve,minicoli:W3110_ph5,75,1663,0.7859215030219925,0.8909955190424816
145,ros_tale:16_28_250pq,ros_tale:29_119_250pq,0,1102,0.0,
146,ica:gth,ica:leu_glcr,48,1063,0.6371651483334251,0.8200162790470041
147,ros_tale:1_2_750pq,ros_tale:1_3_250pq,17,394,0.21760148998279494,0.8257482664827602
148,DDB3:PD-006_del-lsrR_Batch_6h,DDB3:PD-009_del-luxS_Batch_6h,6,75,0.20161826902947444,0.6890725330800511
149,pcoli:btASMT,pcoli:RFCnopause,17,433,0.3554938982772824,0.7792800645178063
150,ros_tale:2_mid_250pq,ros_tale:2_1_250pq,36,745,0.45570045952151017,0.8018579747499968
151,ros_tale:1_0_250pq,ros_tale:1_3_250pq,58,948,0.5858691126644644,0.826799205369527
152,cck_tpiA:gmos_deltpiA,cck_tpiA:tpiA_ale2,24,398,0.3115138331227597,0.7940830305415271
153,hot_tale:hot_ale3_mid_30c,hot_tale:hot_ale10_30c,2,119,0.1048123847209177,0.8418733144495556
154,ytf:delybaQ,ytf:delyddM,0,72,0.0,0.5583814681087333
155,pal:lyx_ale4,pal:tartr_ale26,22,426,0.5771195002089635,0.8978389350137944
156,ros_tale:1_1_250pq,ros_tale:2_0_250pq,44,990,0.49885099125007015,0.8228764147122009
157,ros_tale:11_83_0pq,ros_tale:18_24_250pq,0,944,0.0,
158,tcs:del_cusR_lb,tcs:wt_LiAcet,62,903,0.7335671515565338,0.9085622983866047
159,hot_tale:hot_ale9_mid_44c,hot_tale:hot_ale10_44c,1,111,0.003988306189018687,0.7222971976905469
160,pal:tartr_ale28_f10,pal:tartr_ale28,21,340,0.2569914984113961,0.8185824738771592
161,ros_tale:1_3_750pq,ros_tale:2_0_250pq,61,1126,0.5808469295741338,0.8201266557969406
162,hot_tale:hot_ale4_44c,hot_tale:hot_ale10_44c,2,59,0.0269561772997593,0.7322666417763235
163,acid_tale:MES_ale_pH7,acid_tale:MES_ale_pH5,13,253,0.23250223326106456,0.7984130070547782
164,DDB2:PD-003_del-qseF_Batch_6h,DDB2:PD-005_del-qseF_Fed-batch_15h,41,491,0.45344496024842296,0.7591173200295254
165,tcs:del_btsR_pyruvate,tcs:del_zraR_zncl2,79,1324,0.49748437980650406,0.8797781238311997
166,minicoli:minE_fruc,minicoli:minE_glc,0,100,0.0,0.9061303976704911
167,ros_tale:11_83_0pq,ros_tale:21_97_0pq,0,416,0.0,
168,ros_tale:1_0_0pq,ros_tale:3_1_750pq,40,874,0.5490868578460928,0.8251335174295851
169,pcoli:RFC,pcoli:RFCpluspause,27,707,0.4217225172197884,0.7864769857123027
170,oxidative:wt_pq,oxidative:delsoxr_pq,1,63,0.025079555923028463,0.7648702970221666
171,eep:BOP27_nuoB_cydB-appC_A14_F58_I1_R1,eep:BOP27_ndh-cydB,41,626,0.5137452831192597,0.7458614786649619
172,tcs:del_cusR_lb,tcs:wt_lb,55,902,0.4756976835019584,0.920567291075399
173,tcs:wt_115-kcl,tcs:wt_lb,79,1164,0.7638231592430166,0.8973225953969076
174,DDB2:PD-005_BW25113_Fed-batch_15h,DDB2:PD-003_del-phoB_Fed-batch_6h,12,88,0.13385729934009805,0.7703808950000948
175,misc:bw_delfabr,misc:bw_delfadr,3,112,0.22652394080886395,0.7723462906109413
176,ros_tale:16_28_250pq,ros_tale:18_24_250pq,0,108,0.0,
177,pcoli:btAANAT,pcoli:rnCOMT_sol,16,255,0.3117755361724832,0.7671538306451617
178,ica:leu_glcr,ica:met_glc,11,177,0.2154697819589565,0.8718240179552765
179,pcoli:CNTF_belt,pcoli:hsTPH_E2K_N91I_P99C,0,70,0.0,0.7722246288031226
180,ica:arg_sbt,ica:cytd_rib,40,819,0.5969715827798904,0.8655933641152456
181,acid_tale:acid_ale1_pH7,acid_tale:low_Mg_ale_pH7,2,58,0.02507544631976255,0.7751897406466829
182,tcs:del_cusR_lb,tcs:del_phoB_m9,67,1006,0.739102475112946,0.9072001767121892
183,pcoli:ccCOMT,pcoli:osTDC_K374L,2,90,0.02695513140373962,0.7947336857760681
184,pcoli:btASMT,pcoli:osTDC_K374L,11,191,0.2071517193841652,0.79535805114362
185,ros_tale:1_mid_250pq,ros_tale:2_2_250pq,39,825,0.44429956222860556,0.7818133119729133
186,eep:BOP27_nuoB_cydB-appC_A15_F57_I1_R1,eep:BOP27_nuoB_cydB-appC_A16_F57_I1_R1,3,71,0.0075776796233398835,0.7409010862680669
187,eep:BOP27_ndh-cyoB_A8_F59_I1_R1,eep:BOP27_nuoB-cyoB,28,954,0.37959853175167113,0.7612216989811665
188,pcoli:BRCActrl,pcoli:MBP,12,241,0.21899450273239074,0.7955446724845107
189,ros_tale:1_1_750pq,ros_tale:2_2_0pq,30,673,0.400978712829659,0.8044460439480667
190,DDB2:PD-004_del-qseC_Fed-batch_6h,DDB2:PD-005_del-qseF_Batch_6h,37,526,0.43710549899632944,0.7625679944853543
191,tcs:del_cpxR_etoh,tcs:del_zraR_lb,64,1652,0.5483809907700664,0.8960738897864113
192,pcoli:ggAANAT,pcoli:osTDC_L360V,0,14,0.0,0.7777643120537217
193,ros_tale:13_87_0pq,ros_tale:ALE4_250pq,0,1334,0.0,
194,pcoli:ckDDC,pcoli:ocAANAT,1,220,0.018139847355583272,0.7807188057032585
195,ros_tale:1_2_0pq,ros_tale:3_3_0pq,22,429,0.21441235561612026,0.8477768934859994
196,pdhr_ale:pdhR-15_51,pdhr_ale:pdhR-16_49,5,114,0.11232835943095443,0.8374153557969428
197,pcoli:cvPhhB,pcoli:msCOMT,2,110,0.06491932813481127,0.761751680646866
198,cck_gnd:gmos_delgnd,cck_gnd:gnd_ale1,42,775,0.48854317273085845,0.8180433593554062
199,abx_media:rpmi_cipro,abx_media:camhb_cipro,25,395,0.21019656201558268,0.841752199760694
200,tcs:del_btsR_lb,tcs:del_kdpE_115-kcl,85,1314,0.8188175049252202,0.9210114970489461
201,ros_tale:21_97_250pq,ros_tale:25_111_750pq,0,481,0.0,
202,minicoli:minE_N_starve,minicoli:W3110_ph5,75,1651,0.7993782921282845,0.9002663322737394
203,efeU:delmenFentC_citr,efeU:menFentC_ale30,10,321,0.2690331228856043,0.7296083034728469
204,omics:wt_thr,omics:bw_pyr,53,943,0.48116521010065627,0.7179802304739442
205,minicoli:minE-pyr,minicoli:minE_sorb,20,568,0.22246957869677242,0.9112843363506823
206,DDB3:PD-006_del-lsrB_Fed-batch_15h,DDB3:PD-009_del-lsrK_Fed-batch_15h,4,56,0.05231872908851687,0.7633650896561306
207,ros_tale:18_24_250pq,ros_tale:19_91_750pq,0,897,0.0,
208,DDB2:PD-004_del-basS_Fed-batch_15h,DDB2:PD-004_del-qseC_Fed-batch_6h,16,296,0.16694601308790258,0.7524154649803583
209,ros_tale:19_91_750pq,ros_tale:29_119_750pq,0,530,0.0,
210,DDB3:PD-009_del-baeR_Batch_12h,DDB3:PD-006_del-lsrB_Fed-batch_6h,37,574,0.4255901605960948,0.7755827496695409
211,minspan:bw_delcra_glc,minspan:bw_delmntr,10,144,0.21503135232321413,0.8550319072878749
212,ros_tale:1_2_750pq,ros_tale:2_1_750pq,27,441,0.22046349784012942,0.8174251574363971
213,minicoli:aldA_f1c2,minicoli:W3110_urid,94,2141,0.7558441507786613,0.8625089614249684
214,ros_tale:1_0_250pq,ros_tale:2_1_750pq,35,784,0.3909932089082099,0.815369507790706
215,DDB3:PD-009_del-lsrK_Fed-batch_6h,DDB3:PD-006_del-lsrR_Fed-batch_6h,1,10,0.039454144884857656,0.7889646330133259
216,tcs:del_atoC_LiCl,tcs:wt_zncl2,59,879,0.6249639996193179,0.8934253068607269
217,ros_tale:1_4_750pq,ros_tale:3_3_250pq,38,648,0.37816131389692087,0.7918080964919936
218,pcoli:cvPhhB,pcoli:ggTPH,0,14,0.0,0.7647959805986927
219,pcoli:bpTDC,pcoli:hsTPH_E2K_N91I_P99C,0,46,0.0,0.7635201777654769
220,pcoli:sfCOMT,pcoli:WT,26,497,0.3584976959264876,0.7531503902683052
221,DDB2:PD-005_BW25113_Fed-batch_15h,DDB2:PD-004_del-basS_Batch_6h,36,497,0.4052721512398034,0.7431071164643724
222,omics:wt_glu,omics:wt_gly,0,41,0.0,0.455709105217054
223,ros_tale:1_112_750pq,ros_tale:19_91_750pq,0,591,0.0,
224,ros_tale:0_0_250pq,ros_tale:3_1_250pq,50,1289,0.5135062044405811,0.8226324106167803
225,ros_tale:0_0_0pq,ros_tale:3_0_250pq,42,887,0.4907869434626997,0.8546241026353202
226,minicoli:minE_N_starve,minicoli:minE_osm,12,205,0.05777391828719325,0.907310896323044
227,ros_tale:1_0_750pq,ros_tale:3_2_0pq,32,745,0.48884972579592456,0.8069678706925122
228,minicoli:aldA_f1c2,minicoli:minE_glc,26,443,0.06558270228012897,0.9043322237416842
229,pcoli:osTDC_L360V,pcoli:rnPNMT,1,27,0.02611976690935025,0.7914143771097542
230,pcoli:hsPNMT_mb,pcoli:osTDC_K374L,7,151,0.17900505504191289,0.7912277101374694
231,hot_tale:hot_ale3_mid_44c,hot_tale:hot_ale8_30c,40,682,0.4612505387446536,0.8140976077593827
232,misc2:tyr_glc,misc2:arg_cytd,14,212,0.40044063675244423,0.8491689099510279
233,ros_tale:11_83_0pq,ros_tale:13_87_750pq,0,325,0.0,
234,ros_tale:1_1_0pq,ros_tale:3_0_750pq,55,1316,0.6236921612512147,0.8240071967953321
235,ros_tale:1_112_750pq,ros_tale:21_97_0pq,0,678,0.0,
236,minicoli:W3110_cyt,minicoli:W3110_osm,13,189,0.1213447305004125,0.834899927277216
237,pal:5drib_ale10,pal:arab_ale14_f9,30,459,0.5645196399196188,0.8234663715380857
238,minicoli:minE_ph5,minicoli:W3110_WT_glc,78,1765,0.8135189005380019,0.8970754338462027
239,hot_tale:hot_ale8_44c,hot_tale:hot_ale9_44c,4,108,0.0683112906409582,0.7471342763062012
240,pcoli:hsPNMT_mb,pcoli:RFC,0,24,0.0,0.7547080850400261
241,ros_tale:16_32_250pq,ros_tale:25_111_250pq,0,856,0.0,
242,minicoli:W3110_LB,minicoli:W3110_N_starve,74,1056,0.5679274860106008,0.8798543644588965
243,pcoli:BRCActrl,pcoli:rnTDC,0,161,0.0,0.7931962397666995
244,DDB2:PD-004_del-basS_Batch_6h,DDB2:PD-004_del-basS_Fed-batch_15h,41,571,0.3964228104914139,0.7104277061396396
245,pcoli:msCOMT,pcoli:RFC,3,79,0.07454032262253951,0.7581058964479606
246,pal:arab_ale14,pal:tartr_ale26_f10,39,568,0.6140873731755676,0.8420595647053336
247,svns_pgi:PaePgi24_54,svns_pgi:PaePgi24_90,0,15,0.0,0.8533072689906275
248,ros_tale:3_76_0pq,ros_tale:7_103_750pq,0,711,0.0,
249,tcs:del_zraR_lb,tcs:wt_pyr,84,1605,0.5482119156165652,0.8728274821525049
250,minicoli:minE_N_starve,minicoli:W3110_WT_osm,79,1686,0.8054818727634404,0.8993688853401669
251,ros_tale:9_77_750pq,ros_tale:19_91_750pq,0,859,0.0,
252,ros_tale:7_103_750pq,ros_tale:19_91_250pq,0,702,0.0,
253,ros_tale:19_91_250pq,ros_tale:19_91_750pq,0,20,0.0,
254,cck_tpiA:gmos_deltpiA,cck_tpiA:tpiA_ale3,31,496,0.30507653171357996,0.7892578330215305
255,DDB3:PD-006_del-lsrR_Fed-batch_6h,DDB3:PD-005_BW25113_Batch_6h,0,475,0.0,0.7958738031877084
256,ros_tale:11_83_750pq,ros_tale:16_32_750pq,0,339,0.0,
257,rpoB:rpoBE546V_lb,rpoB:rpoBE672K_lb,24,382,0.28077899144995966,0.85736242253291
258,pcoli:bpTDC,pcoli:hsTPH_E2K,0,92,0.0,0.763030953114059
259,abx_media:rpmi_cef,abx_media:camhb_cipro,31,516,0.26081997836294446,0.8330076591614588
260,tcs:del_btsR_lb,tcs:wt_pyr,87,1614,0.6212372964741952,0.9033218773659997
261,pcoli:btAANAT,pcoli:rnPNMT,11,149,0.22446858338122544,0.786267631338944
262,ros_tale:1_mid_250pq,ros_tale:1_0_750pq,28,544,0.440435302902353,0.8090439796070684
263,DDB2:PD-004_del-qseC_Batch_6h,DDB2:PD-003_del-qseF_Fed-batch_6h,41,514,0.4423885938134532,0.7693702914632146
264,hot_tale:hot_ale9_37c,hot_tale:hot_ale16_37c,2,71,0.024605027292918358,0.8619297182448784
