,cond1,cond2,n_dima,n_deg,exp_var_dimas,exp_var_all
2616,ros_tale:1_2_250pq,ros_tale:1_2_750pq,0,3,0.0,0.8378367814148602
2617,ros_tale:1_1_250pq,ros_tale:2_3_0pq,32,551,0.36458094212881376,0.7996140517711732
2618,eep:BOP27_ndh-cydB-appC_A11_F46_I1_R1,eep:BOP27_nuoB_cydB-appC_A14_F58_I1_R1,11,169,0.14711192130102047,0.7889888913738086
2619,cra_crp:wt_fru,cra_crp:delcra_ac,20,351,0.30130346948994235,0.7287012861439888
2620,ros_tale:1_0_750pq,ros_tale:1_2_750pq,25,378,0.3928894646792376,0.8189274346789226
2621,tcs:del_phoB_m9p,tcs:wt_LiCl,36,978,0.4709921663261648,0.7474875030031443
2622,pcoli:ccCOMT,pcoli:hsPNMT_mb,0,3,0.0,0.7686314136026218
2623,pcoli:btAANAT,pcoli:RFCpluspause,14,446,0.3267237967945543,0.7937725550995431
2624,pcoli:bpTDC,pcoli:hsASMT,0,7,0.0,0.7644137402136871
2625,hot_tale:hot_ale3_mid_37c,hot_tale:hot_ale16_37c,1,53,0.008621135430423976,0.8556240279280248
2626,quinone:menF_ale8,quinone:delmenFubiC,41,718,0.5726167628822612,0.7855624795512592
2627,abx_media:m9_ctrl,abx_media:camhb_cipro,55,1228,0.5767092059948191,0.8345859174655536
2628,pcoli:hsAANAT,pcoli:rnPNMT,36,666,0.505482644870457,0.789832824681055
2629,ros_tale:25_111_0pq,ros_tale:29_119_250pq,0,284,0.0,
2630,pcoli:rnTDC,pcoli:rnTDC_trunc,0,47,0.0,0.7818035170053541
2631,pcoli:RFCpluspause,pcoli:WT,2,119,0.06485952916034632,0.782975759303522
2632,minicoli:aldA_f1c2,minicoli:W3110_cyt,83,2084,0.7676782306635591,0.8756011677389829
2633,pcoli:btAANAT,pcoli:hsTPH_E2K,0,8,0.0,0.7625635002272949
2634,pcoli:hsTPH_N158trunc,pcoli:pmTPH,18,267,0.29970451536623643,0.8033156640785246
2635,tcs:del_btsR_pyruvate,tcs:wt_m9p,75,1566,0.5994570788911882,0.8078757529154829
2636,pal:arab_ale14_f9,pal:arab_ale16,14,259,0.41493484493661326,0.7966641126596814
2637,minicoli:minE_osm,minicoli:W3110_pyr,90,1710,0.8181722361266347,0.8908782460489342
2638,tcs:del_cpxR_lb,tcs:del_rcsB_lb,12,136,0.1703845898574724,0.9167677744492881
2639,DDB2:PD-003_BW25113_Batch_9h,DDB2:PD-003_BW25113_Fed-batch_6h,38,497,0.32258334412929934,0.7508192439949324
2640,DDB2:PD-004_del-basS_Fed-batch_6h,DDB2:PD-005_MG1655-del-fhuA_Fed-batch_6h,1,19,0.008035642365890383,0.7573670278004709
2641,ros_tale:1_mid_250pq,ros_tale:3_4_750pq,64,1309,0.5053688130100238,0.7670398760540256
2642,ros_tale:21_97_0pq,ros_tale:29_119_750pq,0,640,0.0,
2643,ros_tale:25_111_750pq,ros_tale:wt_glc,0,960,0.0,
2644,ros_tale:1_112_750pq,ros_tale:9_77_250pq,0,1046,0.0,
2645,DDB2:PD-003_BW25113_Batch_9h,DDB2:PD-003_BW25113_Fed-batch_21h,44,575,0.4940927536921631,0.7551873519953396
2646,DDB3:PD-009_del-tnaA_Batch_6h,DDB3:PD-009_del-tnaA_Fed-batch_15h,40,396,0.4554280088226962,0.7579403248576533
2647,eep:BOP27_ndh-cydB-appC_A11_F46_I1_R1,eep:BOP27_ndh-cydB,35,586,0.446602662244559,0.6913593506243886
2648,eep:BOP27_nuoB_cydB-appC_A15_F57_I1_R1,eep:BOP27_ndh-cydB,52,1116,0.5128440561202692,0.7031967485342985
2649,pcoli:hsPNMT_mb,pcoli:rnPNMT,3,123,0.17463312419226984,0.7840312923069104
2650,tcs:del_atoC_m9,tcs:del_btsR_01xlb,73,1227,0.6819847710602622,0.8598001545753464
2651,DDB2:PD-003_del-phoB_Fed-batch_6h,DDB2:PD-005_del-qseF_Fed-batch_6h,4,12,0.06794190056819771,0.7756182364527616
2652,ros_tale:1_2_0pq,ros_tale:2_0_750pq,51,976,0.5264499173440785,0.8246479470493024
2653,minicoli:aldA_f1c2,minicoli:mg1655_glc,74,1890,0.7991967426932538,0.8748602217532159
2654,DDB2:PD-003_del-qseF_Fed-batch_21h,DDB2:PD-005_MG1655-del-fhuA_Batch_6h,48,552,0.4740588231602151,0.7239166080454877
2655,ros_tale:1_112_250pq,ros_tale:17_104_750pq,0,598,0.0,
2656,ros_tale:13_87_750pq,ros_tale:25_111_750pq,0,489,0.0,
2657,DDB2:PD-004_del-kdpE_Fed-batch_6h,DDB2:PD-005_del-qseF_Batch_6h,34,514,0.39812628787921944,0.7506134398119109
2658,minicoli:minE_cyt,minicoli:minE_Fe_starve,13,175,0.05102506758818637,0.9079145933202775
2659,DDB2:PD-004_del-basS_Fed-batch_15h,DDB2:PD-005_MG1655-del-fhuA_Fed-batch_15h,2,72,0.010600780405999988,0.7233859040016917
2660,ros_tale:0_0_250pq,ros_tale:1_mid_250pq,38,841,0.5907764538439959,0.816136339553451
2661,hot_tale:42c_ale3_37c,hot_tale:hot_ale9_mid_44c,15,331,0.21859704426852633,0.7881106225433385
2662,omics:wt_thr,omics:bw_fum,45,959,0.5091709821600889,0.7498566758248814
2663,pcoli:RFCpluspause,pcoli:saCOMT_T2A,24,611,0.42038274166184897,0.7935187725426482
2664,ros_tale:1_3_750pq,ros_tale:3_3_250pq,46,705,0.40251866503902867,0.8088136272111884
2665,DDB3:PD-009_del-luxS_Fed-batch_6h,DDB3:PD-005_BW25113_Batch_6h,0,509,0.0,0.8025831429523119
2666,pcoli:BRCA,pcoli:btASMT,0,54,0.0,0.7477910285689459
2667,pcoli:MBP,pcoli:rnCOMT_sol,27,424,0.413502842913239,0.7754496833932802
2668,ros_tale:16_32_750pq,ros_tale:17_104_0pq,0,795,0.0,
2669,ros_tale:1_1_250pq,ros_tale:3_3_250pq,31,578,0.33670470948181874,0.8102123872556466
2670,pal:arab_ale14_f9,pal:arab_ale14,10,157,0.40149158116178174,0.8101642890652627
2671,ytf:delyeiE,ytf:wt_ph5,15,215,0.2702073608455794,0.6859647498848469
2672,pcoli:bpTDC,pcoli:BRCAswap,0,122,0.0,0.7544714635827098
2673,DDB2:PD-004_del-qseB_Fed-batch_15h,DDB2:PD-003_del-qseF_Fed-batch_21h,6,48,0.11710372566514549,0.7784647860919269
2674,pcoli:btAANAT,pcoli:TP53B,1,58,0.12060540011003207,0.7676672295381852
2675,tcs:del_rcsB_lb,tcs:wt_zncl2,39,862,0.4347551620547164,0.9195987317609376
2676,ros_tale:1_0_0pq,ros_tale:2_2_750pq,49,1021,0.6015590213896171,0.8090904507159659
2677,ros_tale:7_103_750pq,ros_tale:29_119_250pq,0,590,0.0,
2678,ros_tale:9_77_250pq,ros_tale:18_36_250pq,0,1446,0.0,
2679,ros_tale:7_103_250pq,ros_tale:18_36_750pq,0,658,0.0,
2680,pcoli:BRCAswap,pcoli:rnTDC_trunc,1,159,0.08035185926422606,0.766252872292426
2681,ros_tale:1_1_750pq,ros_tale:3_3_0pq,36,601,0.4231482475037275,0.8357252354610827
2682,eep:BOP27_ndh-cydB-appC_A10_F48_I1_R1,eep:BOP27_nuoB-cyoB,38,879,0.5616107806091971,0.7909165640239799
2683,oxyR:wt_h2o2,oxyR:oxyR_ale20,33,500,0.6621830263672372,0.8631072780404407
2684,DDB2:PD-005_BW25113_Fed-batch_15h,DDB2:PD-003_BW25113_Fed-batch_21h,2,4,0.042474861095621375,0.7674389018463578
2685,ros_tale:1_mid_250pq,ros_tale:3_1_250pq,39,829,0.565053027911901,0.8235649749840035
2686,pcoli:ccCOMT,pcoli:RFCctrl,27,460,0.46074891506508076,0.7747984435298874
2687,abx_media:rpmi_trisulf,abx_media:camhb_trisulf,12,195,0.04865283510201479,0.8622353366417244
2688,tcs:del_baeR_etoh,tcs:wt_LiAcet,79,1695,0.7076491938336891,0.8795485324968109
2689,DDB2:PD-004_del-basS_Batch_6h,DDB2:PD-003_del-qseF_Batch_6h,4,45,0.1828238970746171,0.740772456252244
2690,rpoB:wt_044,rpoB:rpoBE672K_lb,45,720,0.648563893978559,0.8479568674840141
2691,tcs:del_cpxR_etoh,tcs:wt_m9p,74,1810,0.6182119100721971,0.8472357693001031
2692,ros_tale:1_112_250pq,ros_tale:18_36_250pq,0,590,0.0,
2693,eep:BOP27_nuoB_cydB-appC_A14_F58_I1_R1,eep:BOP27_nuoB-cyoB,33,580,0.5980787570211339,0.8174496576156081
2694,DDB2:PD-004_del-basS_Batch_6h,DDB2:PD-004_del-qseC_Fed-batch_6h,42,600,0.4741378246258714,0.7829693181163886
2695,ros_tale:17_104_250pq,ros_tale:25_111_0pq,0,862,0.0,
2696,DDB2:PD-003_del-phoB_Batch_9h,DDB2:PD-005_MG1655-del-fhuA_Fed-batch_15h,38,504,0.44635874772883444,0.7195754066094421
2697,pcoli:hsTPH_Ntermtrunc,pcoli:ocAANAT,19,224,0.35108948513134874,0.7639497934277646
2698,ros_tale:18_36_250pq,ros_tale:21_97_250pq,0,825,0.0,
2699,pcoli:msCOMT,pcoli:ssDDC,0,38,0.0,0.7645241716885557
2700,ros_tale:1_2_0pq,ros_tale:2_2_0pq,29,413,0.26684127577054706,0.8247993089882804
2701,abx_media:camhb_trisulf,abx_media:rpmi_cef,25,387,0.1555224690802417,0.8292950526814071
2702,tcs:del_atoC_LiAcet,tcs:del_zraR_zncl2,53,698,0.6143756440412655,0.886322857521413
2703,ros_tale:3_76_250pq,ros_tale:13_87_0pq,0,655,0.0,
2704,DDB2:PD-004_del-basS_Batch_6h,DDB2:PD-003_del-phoB_Fed-batch_6h,44,591,0.5015269795673925,0.7752952273577944
2705,ros_tale:1_0_250pq,ros_tale:2_0_0pq,32,765,0.377969437092013,0.7952370908674252
2706,minicoli:W3110_glyc,minicoli:W3110_pyr,5,114,0.04742413649501209,0.8447509384723757
2707,ica:arg_sbt,ica:ura_pyr,20,226,0.23942128086434034,0.8372489315141074
2708,DDB3:PD-009_del-lsrK_Fed-batch_15h,DDB3:PD-009_del-tnaA_Fed-batch_6h,8,123,0.10045240136944078,0.7748560633799706
2709,ros_tale:9_77_0pq,ros_tale:29_119_750pq,0,824,0.0,
2710,tcs:del_zraR_lb,tcs:del_zraR_zncl2,27,505,0.266516139060723,0.8992266451662936
2711,pcoli:atASMT_325G,pcoli:osTDC_K374H,12,202,0.14270940655172915,0.7647469978755181
2712,ros_tale:3_76_250pq,ros_tale:19_91_750pq,0,719,0.0,
2713,DDB3:PD-006_del-rpoS_Batch_9h,DDB3:PD-009_del-tnaA_Fed-batch_6h,41,697,0.5365104317025612,0.7839870283389742
2714,tcs:del_baeR_etoh,tcs:del_kdpE_01-kcl,84,1842,0.7580420510648633,0.8747343333666827
2715,DDB2:PD-004_del-kdpE_Fed-batch_15h,DDB2:PD-005_del-phoB_Batch_6h,36,488,0.35046673390798877,0.7139849100119497
2716,minicoli:minE_Fe_starve,minicoli:W3110_N_starve,86,1739,0.8165806219097753,0.8896000445507619
2717,ros_tale:1_1_0pq,ros_tale:1_1_250pq,1,35,0.00902422914776102,0.8322532681803899
2718,pcoli:ggTPH,pcoli:hsASMT,0,40,0.0,0.7665695281592986
2719,ros_tale:29_119_0pq,ros_tale:29_119_250pq,0,74,0.0,
2720,pcoli:msCOMT,pcoli:rnTDC_trunc,0,41,0.0,0.7785137678552756
2721,pcoli:BRCActrl,pcoli:hsTPH_E2K_N91I_P99C,2,196,0.07356807048073988,0.7873358759842243
2722,pcoli:hsASMT,pcoli:ocAANAT,0,21,0.0,0.7673112229436345
2723,ros_tale:21_97_0pq,ros_tale:ALE4_0pq,0,696,0.0,
2724,minicoli:minE_glc,minicoli:W3110_sorb,85,1758,0.7832162515831875,0.8815549139014836
2725,eep:BOP27_ndh-cydB-appC_A10_F48_I1_R1,eep:BOP27_nuoB-cyoB_A11_F64_I1_R1,41,941,0.48288681418215773,0.824151508333097
2726,ros_tale:0_0_0pq,ros_tale:1_1_750pq,46,1027,0.5330685020424444,0.8057570146366684
2727,ros_tale:0_0_250pq,ros_tale:1_0_750pq,43,937,0.5016598863668376,0.8103854972735008
2728,ros_tale:14_27_250pq,ros_tale:21_97_0pq,0,390,0.0,
2729,minicoli:minE-pyr,minicoli:W3110_osm,82,2252,0.7966730444544808,0.8994501345382093
2730,pcoli:hsPNMT_mb,pcoli:saCOMT_T2A,0,4,0.0,0.7657631083694297
2731,svns_pgi:BmePgi24_26,svns_pgi:wt_glc,0,223,0.0,0.7384714159160616
2732,DDB2:PD-004_del-basS_Fed-batch_15h,DDB2:PD-004_del-kdpE_Batch_6h,44,673,0.45453798849234694,0.7294826329176503
2733,ros_tale:11_83_750pq,ros_tale:ALE4_250pq,0,1029,0.0,
2734,pcoli:btAANAT,pcoli:osTDC_K374L,12,191,0.21066010550319947,0.7931445578348086
2735,ros_tale:7_103_250pq,ros_tale:ALE4_250pq,0,991,0.0,
2736,DDB2:PD-005_del-qseF_Fed-batch_6h,DDB2:PD-005_MG1655-del-fhuA_Fed-batch_6h,3,25,0.025780627030170478,0.7652954200333172
2737,tcs:del_cusR_CuSO4,tcs:del_zraR_zncl2,27,418,0.29105457517033484,0.9098724799944164
2738,ros_tale:2_mid_250pq,ros_tale:3_2_250pq,55,1035,0.4787292846114406,0.7760627141782662
2739,abx_media:rpmi_cef,abx_media:m9_cipro,60,1064,0.6117900734610604,0.7982368364314512
2740,DDB2:PD-004_del-kdpE_Fed-batch_15h,DDB2:PD-003_del-qseF_Fed-batch_21h,6,40,0.10704443504378358,0.7739623269933273
2741,crp:delar2_glyc,crp:delcrp_glyc,51,880,0.5882355356200376,0.856055988100481
2742,ros_tale:19_91_250pq,ros_tale:29_119_250pq,0,654,0.0,
2743,ros_tale:17_104_250pq,ros_tale:29_119_0pq,0,713,0.0,
2744,nac_ntrc:wt_gln,nac_ntrc:bw_delnac_gln,5,140,0.09423201407898774,0.8931163538581347
2745,tcs:del_btsR_pyruvate,tcs:wt_zncl2,82,1457,0.5152300719312239,0.8819559276606844
2746,pcoli:btASMT,pcoli:pmTPH,13,211,0.19381367305393438,0.8072521499135221
2747,ros_tale:21_97_750pq,ros_tale:25_111_250pq,0,365,0.0,
2748,ros_tale:14_27_250pq,ros_tale:16_32_750pq,0,590,0.0,
2749,ros_tale:1_112_750pq,ros_tale:21_97_250pq,0,502,0.0,
2750,DDB2:PD-004_del-basS_Fed-batch_15h,DDB2:PD-004_del-qseB_Fed-batch_15h,3,57,0.03430875328937677,0.7322388855861748
2751,ros_tale:1_0_250pq,ros_tale:1_4_0pq,58,1111,0.4813061672167791,0.8164712281233533
2752,svns_pgi:PaePgi2_34,svns_pgi:PaePgi24_90,3,255,0.21285794944906333,0.8065816166775998
2753,pcoli:BRCA,pcoli:sgAANAT_D63G,1,48,0.010443005758241308,0.7482496867850834
2754,ytf:delyiaJ,ytf:delybaO,1,60,0.03737414885980872,0.8300942283128728
2755,tcs:del_zraR_zncl2,tcs:wt_115-kcl,71,939,0.6301336600607089,0.8891459316418181
2756,oxyR:wt_glc,oxyR:oxyR_ale17_h2o2,14,221,0.44298161636405753,0.8633904231050143
2757,DDB3:PD-009_del-luxS_Batch_6h,DDB3:PD-009_del-tnaA_Fed-batch_6h,32,461,0.3409208844109891,0.6951405033803284
2758,pcoli:CNTF_belt,pcoli:cvPhhB,0,76,0.0,0.7716630217932229
2759,pcoli:BRCActrl,pcoli:osTDC_L360V,0,78,0.0,0.7962599327933002
2760,DDB3:PD-009_del-arcA_Fed-batch_15h,DDB3:PD-006_del-lsrR_Batch_6h,34,477,0.48787333785133735,0.7772803982992413
2761,pcoli:CNTF_belt,pcoli:RFCnopause,16,369,0.35833553451635525,0.7835549609895227
2762,ros_tale:7_103_250pq,ros_tale:17_104_250pq,0,793,0.0,
2763,ros_tale:7_103_0pq,ros_tale:18_36_750pq,0,990,0.0,
2764,DDB2:PD-003_BW25113_Fed-batch_6h,DDB2:PD-005_del-phoB_Fed-batch_6h,4,4,0.07708071362738089,0.7765031812241225
2765,DDB3:PD-009_del-luxS_Fed-batch_6h,DDB3:PD-009_del-tnaA_Fed-batch_6h,2,4,0.010615302706345031,0.7995474409539127
2766,DDB3:PD-009_del-baeR_Batch_12h,DDB3:PD-006_del-lsrB_Fed-batch_15h,43,642,0.4581264993107612,0.7743753722556918
2767,DDB3:PD-006_del-lsrB_Fed-batch_15h,DDB3:PD-006_del-lsrR_Batch_6h,33,495,0.4381377910791209,0.7576313530230774
2768,DDB2:PD-004_del-qseB_Batch_6h,DDB2:PD-005_MG1655-del-fhuA_Fed-batch_6h,38,537,0.45278725966249567,0.7603672551682685
2769,minicoli:minE_Fe_starve,minicoli:minE_sorb,17,249,0.06937048008652003,0.9059901154553428
2770,tcs:del_btsR_lb,tcs:wt_CuSO4,40,623,0.4059769070391901,0.9236806048443628
2771,ros_tale:0_0_0pq,ros_tale:0_0_250pq,33,877,0.5438910178255489,0.8050370039890982
2772,DDB2:PD-004_del-kdpE_Fed-batch_6h,DDB2:PD-005_MG1655-del-fhuA_Fed-batch_15h,7,105,0.08911411853403162,0.7698612430743543
2773,ros_tale:13_87_0pq,ros_tale:16_32_750pq,0,401,0.0,
2774,ros_tale:7_103_0pq,ros_tale:17_104_750pq,0,643,0.0,
2775,ros_tale:9_77_750pq,ros_tale:21_97_250pq,0,744,0.0,
2776,adnB:wt_adn,adnB:delydhB_adn,0,2,0.0,0.636405167740236
2777,DDB2:PD-005_del-phoB_Batch_6h,DDB2:PD-003_del-phoB_Fed-batch_6h,38,521,0.4121602971924626,0.740669032165302
2778,ros_tale:7_103_750pq,ros_tale:21_97_750pq,0,271,0.0,
2779,ros_tale:1_0_250pq,ros_tale:1_1_750pq,40,974,0.3811370002528849,0.8195132142178438
2780,ros_tale:2_mid_250pq,ros_tale:2_3_750pq,42,980,0.5007613490355659,0.7793566109605761
2781,ros_tale:1_1_0pq,ros_tale:2_3_0pq,31,528,0.3770046396191289,0.801057881486043
2782,DDB3:PD-006_del-lsrB_Fed-batch_15h,DDB3:PD-006_del-lsrR_Fed-batch_6h,5,68,0.08770605492739403,0.7761088623873666
2783,pcoli:cvPhhB,pcoli:hsTPH_E2K_N91I_P99C,1,45,0.03746651495640552,0.7568084397940054
2784,ros_tale:17_104_0pq,ros_tale:18_36_750pq,0,1034,0.0,
2785,DDB2:PD-004_del-basS_Fed-batch_6h,DDB2:PD-004_del-qseC_Fed-batch_6h,1,37,0.034025860770930505,0.7764115656732457
2786,hot_tale:hot_ale3_mid_44c,hot_tale:hot_ale16_37c,23,350,0.36511767577794596,0.8134624524516791
2787,DDB2:PD-004_del-kdpE_Batch_6h,DDB2:PD-005_del-qseF_Fed-batch_15h,44,568,0.4941027882646969,0.7749267479545999
2788,tcs:del_kdpE_01-kcl,tcs:del_zraR_zncl2,64,840,0.6183167536193652,0.8788713194820197
2789,pcoli:rnCOMT_sol,pcoli:saCOMT_T2A,21,384,0.3994442775073127,0.7670992253211069
2790,pcoli:BRCActrl,pcoli:CNTF_belt,8,251,0.1828128837970301,0.7984116783952309
2791,ros_tale:16_28_250pq,ros_tale:17_104_750pq,0,1001,0.0,
2792,ros_tale:11_83_750pq,ros_tale:21_97_0pq,0,644,0.0,
2793,ros_tale:1_112_0pq,ros_tale:13_87_750pq,0,636,0.0,
2794,minicoli:minE_glc,minicoli:minE-pyr,26,790,0.22562713468916618,0.9094709039343006
2795,DDB2:PD-004_del-basS_Fed-batch_6h,DDB2:PD-003_del-phoB_Fed-batch_6h,4,19,0.0805214787534766,0.7711634350187424
2796,ros_tale:1_0_250pq,ros_tale:2_mid_250pq,19,339,0.3832268526797862,0.8163994558987139
2797,tcs:del_phoB_m9p,tcs:wt_01-kcl,60,1250,0.5271246162181242,0.7753753467994883
2798,ros_tale:7_103_750pq,ros_tale:9_77_250pq,0,758,0.0,
2799,ros_tale:1_3_750pq,ros_tale:2_2_750pq,33,584,0.32821303167993754,0.8153089241006278
2800,ros_tale:1_1_250pq,ros_tale:2_2_750pq,32,654,0.31713158317340295,0.816984736175433
2801,cck_pgi:pgi_ale2,cck_pgi:pgi_ale8,23,249,0.3917699610525852,0.8181748511548412
2802,ros_tale:19_91_250pq,ros_tale:21_97_250pq,0,682,0.0,
2803,ros_tale:1_3_0pq,ros_tale:3_4_0pq,56,1187,0.5086575517910191,0.7815101798598806
2804,minicoli:minE_N_starve,minicoli:minE_sorb,4,212,0.05148622447562856,0.9117323104055091
2805,tcs:del_btsR_lb,tcs:wt_01xlb,84,1573,0.615163461311178,0.9035288162326165
2806,tcs:del_cusR_lb,tcs:wt_etoh,41,974,0.37023210316188804,0.9097091400786009
2807,minicoli:minE-pyr,minicoli:W3110_ph5,83,2282,0.793917884086663,0.9001646093989167
2808,DDB2:PD-005_del-phoB_Batch_6h,DDB2:PD-004_del-qseC_Fed-batch_6h,42,575,0.4125728029866538,0.7444878513614233
2809,tcs:del_atoC_LiCl,tcs:wt_115-kcl,46,684,0.577576771987603,0.855817839140784
2810,pcoli:cobPNMT,pcoli:RFC,0,46,0.0,0.7439796289040235
2811,rpoB:rpoBE546V_lb,rpoB:rpoBE672K_glc,55,776,0.5687813368117962,0.8130982945459339
2812,ros_tale:1_0_0pq,ros_tale:3_3_250pq,47,952,0.5668043885861742,0.7981315243169038
2813,cck_sdh:sdh_ale1,cck_sdh:sdh_ale2,0,0,0.0,0.7899891686821484
2814,tcs:del_phoB_m9,tcs:wt_lb,61,898,0.694013268457591,0.8932330578645606
2815,ros_tale:1_mid_250pq,ros_tale:2_0_750pq,45,1159,0.5095623289353008,0.8010666800963903
2816,DDB2:PD-004_del-qseB_Fed-batch_6h,DDB2:PD-004_del-qseB_Fed-batch_15h,9,104,0.1420115908999986,0.7748410769851111
2817,DDB2:PD-003_del-phoB_Fed-batch_6h,DDB2:PD-005_del-phoB_Fed-batch_15h,11,100,0.13869384167399046,0.7774799144122183
2818,pcoli:cobPNMT,pcoli:WT,15,245,0.2977244377166308,0.7477934352607645
2819,DDB3:PD-009_del-lsrK_Fed-batch_6h,DDB3:PD-006_del-rpoS_Fed-batch_6h,18,377,0.21546777710474418,0.772821140524734
2820,hot_tale:42c_ale3_37c,hot_tale:wt_glc,0,367,0.0,0.841343059627664
2821,pcoli:BRCAswap,pcoli:hsTPH_E2K,0,27,0.0,0.7476010952457821
2822,pal:lyx_ale2,pal:5drib_ale10,12,245,0.37997521315798155,0.8476525070717461
2823,hot_tale:hot_ale9_mid_30c,hot_tale:hot_ale9_44c,24,330,0.3256323979118788,0.7827497779124746
2824,ros_tale:2_0_0pq,ros_tale:2_2_0pq,20,433,0.3516566192977951,0.7854852072386636
2825,tcs:wt_01-kcl,tcs:wt_pyr,55,829,0.5014707544549148,0.869176817282346
2826,DDB3:PD-009_del-baeR_Fed-batch_12h,DDB3:PD-006_del-lsrR_Batch_6h,27,456,0.4616434854376942,0.7759144214773939
2827,pcoli:ccCOMT,pcoli:hsAANAT,21,418,0.3901439044321423,0.7789405976192645
2828,crp:delar2_glyc,crp:delcrp_fru,42,830,0.5584690794009324,0.8560681849953112
2829,eep:BOP27_ndh-cydB-appC_A9_F46_I1_R1,eep:BOP27_nuoB-cydB-appC,33,753,0.4127607875367497,0.7148072157749091
2830,ros_tale:3_76_250pq,ros_tale:9_77_0pq,0,174,0.0,
2831,ros_tale:1_1_250pq,ros_tale:wt_glc,0,1047,0.0,0.830029944914913
2832,DDB2:PD-004_del-qseB_Fed-batch_6h,DDB2:PD-004_del-qseC_Fed-batch_6h,2,20,0.015344514843630641,0.7902367037300146
2833,DDB2:PD-004_del-kdpE_Fed-batch_6h,DDB2:PD-005_del-qseF_Fed-batch_6h,2,21,0.011194282926068388,0.7735343417261898
2834,ros_tale:1_2_0pq,ros_tale:3_4_750pq,46,887,0.3606202632437636,0.7998737709308006
2835,hot_tale:hot_ale16_37c,hot_tale:hot_ale16_44c,9,186,0.15855313004601634,0.7930381853534414
2836,minicoli:minE_LB,minicoli:W3110_pyr,83,2021,0.7986064858923043,0.9138109914303567
2837,eep:BOP27_ndh-cydB-appC,eep:BOP27_ndh-cyoB_A6_F58_I1_R1,78,1691,0.6596552729279657,0.7525989150387882
2838,tcs:del_atoC_LiAcet,tcs:del_phoB_m9p,40,1010,0.4654187426527805,0.7432423282326304
2839,minicoli:aldA_f1c2,minicoli:minE_glyc,33,712,0.24095268833179173,0.9076281671489114
2840,DDB2:PD-005_BW25113_Fed-batch_6h,DDB2:PD-005_MG1655-del-fhuA_Batch_6h,33,481,0.37051951045431153,0.7138723689452681
2841,pcoli:osTDC_K374L,pcoli:ssDDC,2,88,0.030541188599823466,0.7886756970120246
2842,ros_tale:1_4_750pq,ros_tale:3_1_750pq,41,694,0.43202219182388557,0.8039023602078685
2843,ros_tale:1_0_250pq,ros_tale:2_3_250pq,46,1029,0.47592022637663345,0.7795040567128724
2844,ros_tale:1_2_750pq,ros_tale:2_3_250pq,32,491,0.24855625199782527,0.7937933470827978
2845,tcs:del_baeR_etoh,tcs:wt_lb,48,1061,0.3894717071093472,0.8962144105233885
2846,pcoli:BRCAswap,pcoli:btAANAT,0,9,0.0,0.7525982621514673
2847,hot_tale:hot_ale3_mid_44c,hot_tale:hot_ale3_30c,34,565,0.42269528590707806,0.8128361537479492
2848,oxyR:glu_ale4,oxyR:oxyR_ale19_h2o2,21,396,0.5057410033969225,0.8551430530717079
2849,DDB2:PD-004_del-qseC_Fed-batch_6h,DDB2:PD-003_del-qseF_Fed-batch_6h,4,30,0.04972567946204676,0.798335900450482
2850,ros_tale:16_28_250pq,ros_tale:21_97_750pq,0,820,0.0,
2851,ros_tale:0_0_0pq,ros_tale:3_2_750pq,53,1052,0.5114419096610403,0.7851517712693412
2852,cck_sdh:sdh_ale1,cck_sdh:sdh_ale3,0,0,0.0,0.7886153321904856
2853,ros_tale:0_0_250pq,ros_tale:3_3_750pq,44,1039,0.5590858654057691,0.8057316298722415
2854,eep:BOP27_nuoB_cydB-appC_A14_F58_I1_R1,eep:BOP27_ndh-cyoB,29,619,0.5510684690413905,0.7919407802803441
2855,pcoli:hsASMT,pcoli:hsPNMT_mb,2,48,0.14120209521682947,0.7609267992352247
2856,DDB2:PD-003_BW25113_Fed-batch_6h,DDB2:PD-005_MG1655-del-fhuA_Batch_6h,39,487,0.39808505191076216,0.7174762319254584
2857,eep:BOP27_ndh-cydB-appC_A9_F46_I1_R1,eep:BOP27_ndh-cydB-appC_A12_F46_I1_R1,29,564,0.4051887984876774,0.7311360724218212
2858,oxyR:glu_ale4,oxyR:oxyR_ale18_h2o2,9,225,0.18590943839994145,0.8585089949901994
2859,DDB3:PD-009_del-arcA_Fed-batch_6h,DDB3:PD-009_del-tnaA_Fed-batch_15h,11,99,0.1246864229564365,0.7650991242572195
2860,pcoli:BRCAswap,pcoli:sgAANAT_D63G,1,61,0.10944284326745879,0.7570755543324924
2861,ros_tale:1_4_0pq,ros_tale:2_0_0pq,28,492,0.3260444509093289,0.7946021529737202
2862,DDB2:PD-003_BW25113_Fed-batch_21h,DDB2:PD-003_del-phoB_Fed-batch_21h,4,24,0.11730913546339727,0.7807926734448729
2863,pcoli:hsTPH_E2K,pcoli:hsTPH_N158trunc,0,17,0.0,0.767573341235383
2864,ros_tale:1_1_0pq,ros_tale:3_2_250pq,43,801,0.38952997587146976,0.8005257845390279
2865,ros_tale:25_111_250pq,ros_tale:wt_glc,0,952,0.0,
2866,eep:BOP27_ndh-cyoB_A8_F59_I1_R1,eep:BOP27_nuoB-cydB,54,1275,0.5817589825431921,0.7382215150673836
2867,eep:BOP27_ndh-cydB-appC_A9_F46_I1_R1,eep:BOP27_ndh-cydB-appC_A10_F48_I1_R1,20,299,0.15328738577926293,0.7571679477141053
