Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	pe_sense	pe_antisense	failed	se_sense	se_antisense
p1k_00618	18121748	12112267	33175	2766677	0	0	0	0	32869	0	0	0	0	2453882	699925	22953	66.83829286225588	18121748.0	15355071.0	84.73	2766677.0	15.27	p1k_00618_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18121748.0	0.0	20-151	51.0	16.952703806872034	135.921266094198	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	18192420	3529603	18192420	2496215824	16717476	2464673145	1.263619863984966	0.0207	0.4803	0.499		
p1k_00619	16593911	11247462	30185	2566526	0	0	0	0	19642	0	0	0	0	2109966	599729	20401	67.78065761591708	16593911.0	14027385.0	84.53	2566526.0	15.47	p1k_00619_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16593911.0	0.0	20-151	51.0	16.603787810609898	137.63316550269553	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	16650950	3273848	16650950	2312611947	14838910	2285233574	1.183872332559562	0.0159	0.4786	0.5055		
p1k_00620	14574850	7777742	10491	4346149	0	0	0	0	27631	0	0	0	0	1842549	552399	17889	53.36413067715963	14574850.0	10228701.0	70.18	4346149.0	29.82	p1k_00620_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14574850.0	0.0	20-151	49.0	15.60155860533794	136.9130684020762	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	14681682	2737577	14681682	2036773823	2680838	2003504993	1.6334081685612865	0.0258	0.4667	0.5075		
p1k_00621	14563768	7787432	24027	4327048	0	0	0	0	24833	0	0	0	0	1834601	547262	18565	53.47127199499471	14563768.0	10236720.0	70.29	4327048.0	29.71	p1k_00621_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14563768.0	0.0	20-151	49.0	15.4562347713812	136.90073983600948	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	14612973	2640950	14612973	2024481206	3089428	2000254089	1.1967074294489648	0.0248	0.4698	0.5054		
p1k_00622	13293128	7284300	41343	3638581	0	0	0	0	25987	0	0	0	0	1847721	440134	15062	54.79748634031058	13293128.0	9654547.0	72.63	3638581.0	27.37	p1k_00622_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13293128.0	0.0	20-151	50.0	15.831055649719923	136.0049235213864	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	13382008	2292115	13382008	1839382904	1527879	1818004834	1.1622414209412484	0.0216	0.4887	0.4897		
p1k_00623	12918015	6812628	100445	3702127	0	0	0	0	21434	0	0	0	0	1857404	410524	13453	52.73742134530731	12918015.0	9215888.0	71.34	3702127.0	28.66	p1k_00623_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12918015.0	0.0	20-151	50.0	16.121788720630338	134.85059360900263	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	13017914	2414700	13017914	1783943541	1578014	1754224203	1.6659348974318242	0.0226	0.4924	0.485		
p1k_00624	17555139	11147582	92056	3182362	0	0	0	0	27300	0	0	0	0	2372220	712493	21126	63.50039153777136	17555139.0	14372777.0	81.87	3182362.0	18.13	p1k_00624_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17555139.0	0.0	20-151	50.0	16.47321536868874	136.53650854031974	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	17646446	3037628	17646446	2434162459	2184317	2408339126	1.060871385330982	0.0227	0.4679	0.5094		
p1k_00625	13561448	8746066	40348	2241398	0	0	0	0	19645	0	0	0	0	1936891	561927	15173	64.49212502971659	13561448.0	11320050.0	83.47	2241398.0	16.53	p1k_00625_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13561448.0	0.0	20-151	50.0	18.006515662370763	136.0579508176413	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	13621692	2413476	13621692	1875003630	1643973	1852570141	1.1964504303386336	0.0258	0.4683	0.5059		
p1k_00626	14694775	10187382	327862	1468282	0	0	0	0	45503	0	0	0	0	2008747	643036	13963	69.32655995073078	14694775.0	13226493.0	90.01	1468282.0	9.99	p1k_00626_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14694775.0	0.0	20-151	51.0	19.00931116819437	132.4604363795975	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	15015269	2933133	15015269	2017833307	3287548	1955008355	3.1134857265987232	0.0243	0.4493	0.5264		
p1k_00627	17282552	12042392	216739	1632428	0	0	0	0	57617	0	0	0	0	2565735	749978	17663	69.67947789192245	17282552.0	15650124.0	90.55	1632428.0	9.45	p1k_00627_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17282552.0	0.0	20-151	51.0	17.839382876787568	132.57904486559625	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	17416600	3310898	17416600	2349804030	3969637	2301417932	2.059154609586741	0.0218	0.4586	0.5196		
p1k_00628	15900557	10940840	22229	2078369	0	0	0	0	42781	0	0	0	0	2116787	684982	14569	68.80790402499737	15900557.0	13822188.0	86.93	2078369.0	13.07	p1k_00628_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15900557.0	0.0	20-151	51.0	18.296628020936204	132.60817812860267	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	16020684	3028462	16020684	2152259207	3470156	2116938816	1.6410844421119952	0.0246	0.4632	0.5122		
p1k_00629	12195681	8256018	104011	1609831	0	0	0	0	51323	0	0	0	0	1635497	528217	10784	67.69624426877023	12195681.0	10585850.0	86.8	1609831.0	13.2	p1k_00629_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12195681.0	0.0	20-151	51.0	20.70002868719321	131.90083382797565	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	12637187	2775679	12637187	1700130007	3003565	1617173975	4.879393438057234	0.0244	0.4619	0.5138		
p1k_00630	18211378	13031378	17548	872797	0	0	0	0	41262	0	0	0	0	3415654	805413	27326	71.5562435747586	18211378.0	17338581.0	95.21	872797.0	4.79	p1k_00630_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18211378.0	0.0	20-151	51.0	16.52808210709845	136.85679584488335	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	18248429	3073870	18248429	2519426012	2758843	2497002362	0.8900301057937954	0.0223	0.4753	0.5024		
p1k_00631	16231302	11825803	33056	568753	0	0	0	0	45325	0	0	0	0	3004952	727370	26043	72.85800609217917	16231302.0	15662549.0	96.5	568753.0	3.5	p1k_00631_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16231302.0	0.0	20-151	51.0	17.474200905004906	137.5584712181438	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	16288741	2672921	16288741	2259429707	2672269	2236953644	0.9947670834974996	0.0433	0.4586	0.4981		
p1k_00632	14721365	8437373	45308	3615306	0	0	0	0	21894	0	0	0	0	2027378	558140	15966	57.313795290042734	14721365.0	11106059.0	75.44	3615306.0	24.56	p1k_00632_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14721365.0	0.0	20-151	50.0	17.570145554154042	135.63230305070215	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	14794173	2643000	14794173	2028032931	1844970	2007966381	0.9894587850753198	0.0346	0.4573	0.508		
p1k_00633	12620626	7264344	42741	3189790	0	0	0	0	15345	0	0	0	0	1617041	478181	13184	57.55930014881988	12620626.0	9430836.0	74.73	3189790.0	25.27	p1k_00633_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12620626.0	0.0	20-151	50.0	19.11769083660042	136.17984401090723	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	12690426	2431895	12690426	1754798993	2075087	1730473610	1.3862204786437329	0.0257	0.4622	0.5121		
p1k_00634	15075602	10018258	18161	1965175	0	0	0	0	48064	0	0	0	0	2405113	604312	16519	66.4534524060797	15075602.0	13110427.0	86.96	1965175.0	13.04	p1k_00634_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15075602.0	0.0	20-151	51.0	17.690938142827374	133.9763963654652	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	15183476	2831824	15183476	2058176063	3344399	2023463674	1.6865607186881368	0.0219	0.4727	0.5054		
p1k_00635	13907921	9290778	28582	1735290	0	0	0	0	60396	0	0	0	0	2255145	523747	13983	66.8020619329086	13907921.0	12172631.0	87.52	1735290.0	12.48	p1k_00635_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13907921.0	0.0	20-151	51.0	19.02225672250149	131.9653647011656	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	14246571	2872142	14246571	1908970020	3341163	1841151543	3.5526213764216164	0.0218	0.4764	0.5018		
p1k_00636	12586802	7682505	21260	2669620	0	0	0	0	40903	0	0	0	0	1684277	477422	10815	61.03619489684512	12586802.0	9917182.0	78.79	2669620.0	21.21	p1k_00636_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12586802.0	0.0	20-151	50.0	19.650566219936525	131.99532168695433	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	12774297	2490347	12774297	1713229966	2888320	1673700254	2.307320837510964	0.026	0.4666	0.5074		
p1k_00637	12427215	7619501	86669	2470134	0	0	0	0	39960	0	0	0	0	1720228	481180	9543	61.31302146136524	12427215.0	9957081.0	80.12	2470134.0	19.88	p1k_00637_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12427215.0	0.0	20-151	50.0	19.388565115058743	132.06631944486355	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	12560981	2456763	12560981	1687565703	2910906	1652242708	2.0931330221517306	0.0378	0.4597	0.5026		
p1k_00638	16736812	10569057	162004	2527759	0	0	0	0	27853	0	0	0	0	2713639	716000	20500	63.148567361574	16736812.0	14209053.0	84.9	2527759.0	15.1	p1k_00638_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16736812.0	0.0	20-151	50.0	18.328258015606107	135.1240711791469	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	16808555	2942685	16808555	2299662636	2150786	2275259530	1.0611602596825425	0.0461	0.4379	0.516		
p1k_00639	15062951	9714123	43592	2135728	0	0	0	0	22535	0	0	0	0	2475006	652219	19748	64.49017194572299	15062951.0	12927223.0	85.82	2135728.0	14.18	p1k_00639_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15062951.0	0.0	20-151	50.0	18.36750582509506	135.6083993103343	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	15116083	2623556	15116083	2076322639	1889404	2054063819	1.072030886814407	0.0449	0.4398	0.5153		
p1k_00640	13559310	7214761	13483	4003397	0	0	0	0	41218	0	0	0	0	1786684	487079	12688	53.20890959790727	13559310.0	9555913.0	70.47	4003397.0	29.53	p1k_00640_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13559310.0	0.0	20-151	50.0	16.996969604964193	131.5255363289135	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	13800614	2961292	13800614	1839409692	18914579	1807999094	1.7076455634985317	0.0256	0.4654	0.5089		
p1k_00641	13676244	7367699	16884	3939161	0	0	0	0	38832	0	0	0	0	1822107	478883	12678	53.87224006825265	13676244.0	9737083.0	71.2	3939161.0	28.8	p1k_00641_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13676244.0	0.0	20-151	50.0	16.67791621310434	132.66470779550292	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	13811506	3077659	13811506	1852670102	19476505	1821510359	1.6818829734642091	0.0257	0.4703	0.5039		
p1k_00642	15938956	9613850	115883	3365132	0	0	0	0	19883	0	0	0	0	2174269	630894	19045	60.31668573525142	15938956.0	12573824.0	78.89	3365132.0	21.11	p1k_00642_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15938956.0	0.0	20-151	51.0	17.53149073144337	136.88005174241022	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	16037339	3026805	16037339	2217371340	21871782	2184722065	1.4724315413944151	0.0301	0.4572	0.5128		
p1k_00643	16587721	9837519	85388	3504424	0	0	0	0	22286	0	0	0	0	2469024	652462	16618	59.30603125046533	16587721.0	13083297.0	78.87	3504424.0	21.13	p1k_00643_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16587721.0	0.0	20-151	51.0	17.09681032752163	134.44184008158803	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	16693173	3240258	16693173	2268088221	20965923	2234409952	1.4848747367133388	0.0497	0.4456	0.5047		
p1k_00644	15606290	9879663	13361	2881000	0	0	0	0	24888	0	0	0	0	2156499	629221	21658	63.30564791503939	15606290.0	12725290.0	81.54	2881000.0	18.46	p1k_00644_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15606290.0	0.0	20-151	50.0	16.235465254568954	137.59726244994806	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	15643401	3116242	15643401	2170320720	12987149	2144718922	1.179632013097124	0.0204	0.462	0.5177		
p1k_00645	14243732	8233490	12594	3494878	0	0	0	0	25392	0	0	0	0	1920199	538305	18874	57.80430297340613	14243732.0	10748854.0	75.46	3494878.0	24.54	p1k_00645_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14243732.0	0.0	20-151	50.0	16.252530265982266	135.33395440183796	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	14301583	2946875	14301583	1955140580	13904804	1927383539	1.4196954062505316	0.0217	0.463	0.5153		
p1k_00646	17017171	11027564	74654	852580	0	0	0	0	36117	0	0	0	0	4400898	604464	20894	64.80256912268203	17017171.0	16164591.0	94.99	852580.0	5.01	p1k_00646_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17017171.0	0.0	20-151	51.0	17.867845261494285	133.12387846369998	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	17046567	3742388	17046567	2293346523	10473773	2266566538	1.1677251881223882	0.0212	0.5435	0.4353		
p1k_00647	16053976	11023875	20773	673864	0	0	0	0	33115	0	0	0	0	3687812	593577	20960	68.66756870696705	16053976.0	15380112.0	95.8	673864.0	4.2	p1k_00647_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16053976.0	0.0	20-151	51.0	16.122922898568856	136.25690987702984	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	16095190	3282805	16095190	2215861543	8386018	2189483696	1.1904104335096537	0.0566	0.4848	0.4586		
p1k_00648	16254413	10921799	9116	2437291	0	0	0	0	30704	0	0	0	0	2131032	700467	24004	67.19282326590323	16254413.0	13817122.0	85.01	2437291.0	14.99	p1k_00648_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16254413.0	0.0	20-151	50.0	17.660956082683164	137.98987727209834	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	16316223	3221706	16316223	2274012597	17624041	2245142912	1.2695481563332782	0.0198	0.4638	0.5163		
p1k_00649	15857465	10626064	20841	2329975	0	0	0	0	22441	0	0	0	0	2158662	679902	19580	67.0098530881197	15857465.0	13527490.0	85.31	2329975.0	14.69	p1k_00649_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15857465.0	0.0	20-151	50.0	17.471024202485637	136.02282186969987	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	15903310	3149710	15903310	2185533697	14798349	2158556202	1.2343664633050957	0.0204	0.4644	0.5152		
p1k_00650	14394204	9050055	40246	2740908	0	0	0	0	18085	0	0	0	0	1945372	582177	17361	62.872910513148206	14394204.0	11653296.0	80.96	2740908.0	19.04	p1k_00650_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14394204.0	0.0	20-151	52.0	16.64952307398023	136.54047247072504	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	14434346	2815595	14434346	1987844945	13137064	1962681415	1.2658698588787567	0.0214	0.4543	0.5243		
p1k_00651	16372402	10246717	34785	3255768	0	0	0	0	28075	0	0	0	0	2130029	654276	22752	62.58530055638752	16372402.0	13116634.0	80.11	3255768.0	19.89	p1k_00651_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16372402.0	0.0	20-151	52.0	15.974109573624224	137.45883163631092	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	16409606	3141889	16409606	2274180108	13131403	2248061626	1.1484790456183165	0.0217	0.4536	0.5247		
p1k_00652	12789377	7101171	23914	3278032	0	0	0	0	41186	0	0	0	0	1813258	520496	11320	55.523979002261015	12789377.0	9511345.0	74.37	3278032.0	25.63	p1k_00652_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12789377.0	0.0	20-151	50.0	19.336752915122453	130.3070337984407	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	13340115	2739270	13340115	1756902844	19059121	1725109417	1.8096292067929516	0.0286	0.4596	0.5117		
p1k_00653	13537471	7527581	17214	3564718	0	0	0	0	55438	0	0	0	0	1839011	520627	12882	55.60551893333696	13537471.0	9972753.0	73.67	3564718.0	26.33	p1k_00653_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13537471.0	0.0	20-151	50.0	19.02183354546569	131.57830380578469	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	13747530	2862987	13747530	1833175233	15182830	1805351907	1.5177668506063653	0.026	0.4592	0.5148		
p1k_00654	13599870	9201588	17997	1604081	0	0	0	0	40621	0	0	0	0	2176378	545341	13864	67.65938203821065	13599870.0	11995789.0	88.21	1604081.0	11.79	p1k_00654_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13599870.0	0.0	20-151	51.0	18.76466018788219	132.00855684649926	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	13746858	2907069	13746858	1831975033	11071167	1808863305	1.2615743983231458	0.0223	0.4763	0.5014		
p1k_00655	13115386	8823613	20451	1440611	0	0	0	0	57554	0	0	0	0	2266162	495860	11135	67.27680756021974	13115386.0	11674775.0	89.02	1440611.0	10.98	p1k_00655_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13115386.0	0.0	20-151	51.0	18.806510326556445	129.75487103467637	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	13738376	2734198	13738376	1808984354	11497845	1784966889	1.3276767677339458	0.0249	0.4836	0.4915		
p1k_00656	15851476	9656794	18657	3276555	0	0	0	0	20263	0	0	0	0	2209097	649189	20921	60.920472011565366	15851476.0	12574921.0	79.33	3276555.0	20.67	p1k_00656_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15851476.0	0.0	20-151	50.0	16.996526397070216	137.89779141071784	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	16014717	3079147	16014717	2228812460	16835198	2200821520	1.2558678893961317	0.0221	0.464	0.5139		
p1k_00657	16737609	10204573	32293	3491218	0	0	0	0	32876	0	0	0	0	2263113	692617	20919	60.96792558602606	16737609.0	13246391.0	79.14	3491218.0	20.86	p1k_00657_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16737609.0	0.0	20-151	50.0	17.40581594609584	133.83593176301346	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	16791561	3317103	16791561	2269536993	13654336	2241814156	1.2215195031191983	0.0236	0.4565	0.5198		
p1k_00658	16612966	10423450	103141	2232242	0	0	0	0	33087	0	0	0	0	3242708	557382	20956	62.74286000464938	16612966.0	14380724.0	86.56	2232242.0	13.44	p1k_00658_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16612966.0	0.0	20-151	51.0	17.254845884772845	136.48338225696725	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	16642917	3490487	16642917	2293013864	11039693	2268755344	1.0579316758984934	0.0173	0.4959	0.4867		
p1k_00659	16566926	10388095	62853	2371042	0	0	0	0	33814	0	0	0	0	3137077	552628	21417	62.70381723199584	16566926.0	14195884.0	85.69	2371042.0	14.31	p1k_00659_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16566926.0	0.0	20-151	51.0	17.260130381193274	136.51025609699713	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	16610645	3450270	16610645	2289964786	12775248	2263924429	1.1371509797531008	0.0181	0.4999	0.4819		
p1k_00660	13168324	8610996	78063	1770107	0	0	0	0	62009	0	0	0	0	2068499	566611	12039	65.39173853863257	13168324.0	11398217.0	86.56	1770107.0	13.44	p1k_00660_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13168324.0	0.0	20-151	51.0	20.309709439434688	128.70807089801252	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	13994394	3376074	13994394	1834081244	9001868	1699962484	7.312585548691211	0.0249	0.4625	0.5126		
p1k_00661	12335394	7983717	22116	1787427	0	0	0	0	51687	0	0	0	0	1987131	491272	12044	64.72202671434735	12335394.0	10547967.0	85.51	1787427.0	14.49	p1k_00661_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12335394.0	0.0	20-151	51.0	19.316927683527584	131.15103206269697	pass	pass	pass	pass	fail	pass	pass	warn	fail	fail	pass	2.6	12541922	2577375	12541922	1674028488	4163179	1621737373	3.123669362549104	0.024	0.4767	0.4992		
p1k_00662	12892989	8705913	95499	1265740	0	0	0	0	51375	0	0	0	0	2263608	499003	11851	67.5243963986939	12892989.0	11627249.0	90.18	1265740.0	9.82	p1k_00662_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12892989.0	0.0	20-151	51.0	20.656847424559697	130.8348824310639	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	13208309	2644251	13208309	1756894931	3015426	1694893819	3.5290164998489604	0.0245	0.4857	0.4898		
p1k_00663	13078610	8907441	22615	1183833	0	0	0	0	73239	0	0	0	0	2328093	551584	11805	68.10693949892229	13078610.0	11894777.0	90.95	1183833.0	9.05	p1k_00663_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13078610.0	0.0	20-151	51.0	20.90115108400482	128.7488773654081	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	13529766	2990715	13529766	1780100992	3184020	1691183630	4.99507400982337	0.025	0.4851	0.4899		
p1k_00664	15219062	11039626	76236	1332264	0	0	0	0	21789	0	0	0	0	2076116	651677	21354	72.53814985443913	15219062.0	13886798.0	91.25	1332264.0	8.75	p1k_00664_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15219062.0	0.0	20-151	51.0	18.420068400416387	138.93756316913618	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	15382725	2672173	15382725	2161640913	2371349	2123748925	1.7529270366840064	0.0234	0.4564	0.5202		
p1k_00665	15425743	11036736	46409	1334581	0	0	0	0	46028	0	0	0	0	2259531	683794	18664	71.54751638219307	15425743.0	14091162.0	91.35	1334581.0	8.65	p1k_00665_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15425743.0	0.0	20-151	51.0	18.982150211157283	134.39205819778016	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	15500300	2694530	15500300	2104638054	2396864	2079332809	1.202356146317214	0.0267	0.4601	0.5132		
p1k_00666	16112628	10461615	8092	2757269	0	0	0	0	21005	0	0	0	0	2442070	410320	12257	64.92804898120902	16112628.0	13355359.0	82.89	2757269.0	17.11	p1k_00666_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16112628.0	0.0	20-151	50.0	14.843352752961986	137.4904306733824	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	16159925	2730973	16159925	2246613297	2413945	2224509654	0.9838650483158784	0.0165	0.3321	0.6514		
p1k_00667	13710901	9050542	77935	1640292	0	0	0	0	14124	0	0	0	0	2521772	394045	12191	66.00982677943631	13710901.0	12070609.0	88.04	1640292.0	11.96	p1k_00667_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13710901.0	0.0	20-151	51.0	14.670076582322944	139.36399934621363	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	13761904	2134211	13761904	1937520795	1559917	1921355868	0.834309858336256	0.0244	0.3813	0.5943		
p1k_00668	16530032	9645733	11814	4125934	0	0	0	0	28201	0	0	0	0	2046895	649533	21922	58.3527787484017	16530032.0	12404098.0	75.04	4125934.0	24.96	p1k_00668_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16530032.0	0.0	20-151	49.0	17.253149036751157	136.25399593902782	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	16595274	2808502	16595274	2287052247	2316562	2266035993	0.9189232133882248	0.0222	0.4683	0.5096		
p1k_00669	15795818	9130481	10625	4056315	0	0	0	0	21220	0	0	0	0	1940927	617235	19015	57.80315397404554	15795818.0	11739503.0	74.32	4056315.0	25.68	p1k_00669_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15795818.0	0.0	20-151	49.0	16.915017262768913	136.3847946336176	pass	pass	pass	pass	fail	warn	pass	warn	fail	warn	pass	2.6	15885051	2757763	15885051	2198125836	2194502	2172012231	1.1879940889789895	0.0232	0.4657	0.5111		
p1k_00670	15281173	9892757	39796	2558848	0	0	0	0	19822	0	0	0	0	2100049	650982	18919	64.73820432502139	15281173.0	12722325.0	83.25	2558848.0	16.75	p1k_00670_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15281173.0	0.0	20-151	51.0	17.255417694851026	136.57424446408663	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	15338618	2619099	15338618	2112325901	1864368	2094384253	0.8493787815367984	0.0286	0.4524	0.519		
p1k_00671	14362997	9210157	90335	2373121	0	0	0	0	23422	0	0	0	0	2042710	605952	17300	64.12420054115447	14362997.0	11989876.0	83.48	2373121.0	16.52	p1k_00671_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14362997.0	0.0	20-151	51.0	17.976740046562504	136.2755754944459	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	14462307	2606726	14462307	1992868160	1817608	1967209441	1.2875271688820598	0.0297	0.453	0.5172		
p1k_00672	12747554	8411456	29665	1868088	0	0	0	0	18225	0	0	0	0	1932148	472690	15282	65.98486266463355	12747554.0	10879466.0	85.35	1868088.0	14.65	p1k_00672_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	12747554.0	0.0	20-151	51.0	19.960622995556413	134.1307935624356	pass	pass	pass	pass	fail	warn	pass	warn	fail	fail	pass	2.6	12791167	2241425	12791167	1736577428	1659780	1720308861	0.936817831309506	0.0237	0.4802	0.4961		
